,"Менеджер: Котелевская Анна
Email: annakot@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Сумка,"Материал: PU, полиэстер
Размер: 16*24*26cm 
Упаковка: сток 
Примечание от фабрики: стоимость должна быть уточнена при более точном утверждении дизайна после китайского нового года (10.02)",Дизайн: нанесение логотипа шелкографией на тканевый мешок,500,"13,9","1428,8",45-50,"15,5","1592,0",35-40,9 800,7,17-19,
 ,Сумка,"Материал: PU, полиэстер
Размер:  16*24*26cm 
Упаковка: сток пакет
Примечание от фабрики: стоимость должна быть уточнена при более точном утверждении дизайна после китайского нового года (10.02)",Дизайн: нанесение логотипа шелкографией на тканевый мешок,500,"19,2","1979,5",55-60,"20,8","2142,7",45-50,9 800,7,17-19,
 ,Сумка,"Материал: PU, полиэстер
Размер: 16*24*26cm 
Упаковка: сток пакет
Примечание от фабрики: стоимость должна быть уточнена при более точном утверждении дизайна после китайского нового года (07.02)","Дизайн: PU в цвете пантон
нанесение логотипа шелкографией на тканевый мешок",500,"21,1","2168,3",60-65,"22,6","2331,5",50-55,14 700,7,17-19,
,Сумка,"Материал: PU
Размер: 35 х 40 см
Упаковка: сток пакетик
Примечание: необходимо изготовление образца; цена будет утверждена после изготовления образца",Дизайн: пошив с нуля по ТЗ,500,"24,3","2499,0",60-65,"27,2","2798,1",50-55,17 500,7,17-19,
 ,Сумка,"Материал: нейлон
Размер: 19*16*16cm 
Упаковка: сток пакет
Примечание от фабрики: стоимость может измениться в зависимости от брендирования","Дизайн: цвет материала на выбор из раскладки фабрики / выкрас в пантон, печать лого",500,"6,1","629,5",35-40,"6,5","671,8",25-30,9 170,7,17-19,
 ,Сумка,"Материал: нейлон
Размер: 20*11*26cm 
Упаковка: сток пакет
Примечание от фабрики: стоимость может измениться в зависимости от брендирования","Дизайн: цвет материала на выбор из раскладки фабрики / выкрас в пантон, печать лого",500,"6,7","692,1",35-40,"7,2","746,1",25-30,14 130,7,17-19,
 ,Сумка,"Материал: нейлон, полиэстер
Размер: 30*13*37cm 
Упаковка: сток пакет
Примечание от фабрики: стоимость может измениться в зависимости от брендирования","Дизайн: цвет материала на выбор из раскладки фабрики / выкрас в пантон, печать лого",500,"11,3","1165,1",35-40,"12,4","1280,7",25-30,14 840,7,17-19,
 ,Сумка,"Материал: плащевка
Размер: 26*13*15cm 
Упаковка: сток пакет
Примечание от фабрики: стоимость может измениться в зависимости от брендирования",Дизайн: пошив с нуля по ТЗ,500,"16,0","1652,4",35-40,"17,5","1806,5",25-30,15 070,7,17-19,
,Сумка,"Материал: пвх, микровелюр, стропа
Размер: 35 х 30 см
Упаковка: сток пакетик
Примечание: необходимо изготовление образца; цена будет утверждена после изготовления образца",Дизайн: пошив с нуля по ТЗ,500,"22,3","2300,7",60-65,"25,2","2599,8",50-55,17 500,7,17-19,
,Сумка,"Материал: пвх, микровелюр, стропа
Размер: 190 х 90 х 240 мм (можно также выполнить в размере 310 x 90 x 280 мм и 110 x 90 x 190 мм) 
Упаковка: сток пакетик
Примечание: необходимо изготовление образца; цена будет утверждена после изготовления образца",Дизайн: пошив с нуля по ТЗ,500,"25,3","2607,5",60-65,"29,0","2981,4",50-55,20 000,10,20-22,
,Сумка,"Материал: PU, микровелюр, стропа
Размер: 190 х 90 х 240 мм
Упаковка: сток пакетик
Примечание: необходимо изготовление образца; цена будет утверждена после изготовления образца",Дизайн: пошив с нуля по ТЗ,500,"28,4","2922,2",60-65,"32,0","3296,1",50-55,20 000,7,17-19,
