,"Менеджер: Котелевская Анна
Email: annakot@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Вязаные конфеты (1 шт),"Материал: полиэфирная пряжа
Размер: 13 х 5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цвет пряжи подбирается по запросу", Дизайн: вязание с нуля,2800,"3,6","315,2",50-55,"3,7","325,2",40-45,4 230,12,22-24,
,Вязаные конфеты (3 шт),,,2800,"9,5","834,5",50-55,"9,9","867,4",40-45,,,,
 ,Звезда на ёлку,"Материал: пластик
Размер: 10 см
Упаковка: сток пакет
Примечание от фабрики: необходимо подтверждение дизайна", Дизайн: по индивидуальному макету,2800,"6,9","610,3",80-85,"7,6","667,8",70-75,9 000,14,24-26,
 ,Текстильная гирлянда,"Материал: полиэстер, пластик
Размер: 3 м
Упаковка: сток
Примечание от фабрики: необходимо подтверждение дизайн макета, а также проработка образца", Дизайн: индивидуальный дизайн ,2800,"7,4","653,1",45-50,"7,9","692,8",35-40,11 100,15,25-27,
 ,Светодиодная гирлянда с шарами 1,"Материал: пвх
Размер: 3 метра (20 фонариков)
Упаковка: сток
Примечание от фабрики: много разных цветов", Дизайн: сток,2800,"6,6","622,7",40-45,9,"846,2",30-35,3 950,2,12-14,
 ,Светодиодная гирлянда с шарами 2,"Материал: хлопчатобумажная ткань
Размер: 4.5 метра (30 фонариков)
Упаковка: сток
Примечание от фабрики: много разных цветов", Дизайн: сток,2800,13,"1218,9",40-45,"17,6","1665,8",30-35,4 350,2,12-14,
 ,Носки,"Материал: хлопок
Размер: one size (35-39)
Упаковка: ОПП пакет
Примечание от фабрики: нужны серты: ЧЗ и СС, в цену включены ", Дизайн: с вышивкой по индивидуальному дизайну и картонным держателем с лого на стоковой модели,2800,"2,5",227,40-45,"2,8","258,9",30-35,8 600,7,17-19,
 ,Носки,"Материал: хлопок
Размер: можно выбрать (36-42)
Упаковка: можно выбрать (опп, зип и тд)
Примечание от фабрики: нужны серты: ЧЗ и СС, в цену включены ", Дизайн: с вышивкой по индивидуальному дизайну и картонным держателем с лого (вязка с нуля),2800,3,267,45-50,"3,2","289,6",35-40,11 350,7,17-19,
 ,Брелок акриловый,"Материал: акрил
Размер: до 6 см
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение дизайн макета, а также проработка образца"," Дизайн: индивидуальная форма обвесов, выкрас в пантон, нанесение лого ",2800,2,198,45-50,"2,5","212,0",35-40,9 720,7,17-19,
 ,Брелок,"Материал: цинковый сплав
Размер: 2.5 х 3 см
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение дизайн макета, а также проработка образца", Дизайн: индивидуальная форма с заливкой эмалью ,2800,2,157,45-50,"1,9","163,1",35-40,9 630,7,17-19,
 ,Брелок,"Материал: цинковый сплав
Размер: до 4 см
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение дизайн макета, а также проработка образца", Дизайн: индивидуальная форма с заливкой эмалью ,2800,1,102,45-50,"1,3","108,4",35-40,9 650,7,17-19,
,Брелок,"Материал: акрил, паракорд 4 мм
Размер: до 6 см
Упаковка: индивидуальный пакет
Примечание от фабрики: необходимо подтверждение дизайн макета, а также проработка образца"," Дизайн: индивидуальная форма обвеса с печатью, цвет шнурка на выбор из раскладки фабрики, запайка концов шнурков силиконом",2800,5,386,45-50,"4,8","411,8",35-40,9 830,7,17-19,
 ,Шар на елку,"Материал: стекло
Размер: 15 х 15 см (примерно)
Упаковка: сток
Примечание: на складе нет такого кол-ва, нужно примерно 30 дней на произ-во", Дизайн: сток,2800,"3, 4","302, 6",55-60,"4,9","439, 1",45-50,7 550,5,15-17,
 ,Шар на елку,"Материал: стекло
Размер: 15 х 15 см (примерно)
Упаковка: сток
Примечание: на складе нет такого кол-ва, нужно примерно 60 дней на произ-во", Дизайн: сток,2800,"2, 7","234, 4",85-90,"3, 8","337, 5",75-80,3 350,3,13-15,
 ,Шар на елку,"Материал: стекло
Размер: 10.5 х 18 см
Упаковка: коробка
Примечание от фабрики: необходимо подтверждение дизайн макета, а также проработка образца", Дизайн: по макету,2800,"8, 5","738, 7",60-65,"10,6","938,8",50-55,13 400,2,12-14,
