,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,ПВХ шоппер с мешочком,"Материал: пвх, 
Размер: 32*30*10 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цена примерная, точная стоимость после изготовления образца "," Дизайн: индивидуальное изготовление, выбор материалов из раскладки, УФ нанесение 4+0",500,"7,2","759,8",35-40,"7,7","810,6",25-30,12 000,7,17-19,
,,,,1000,"6,9","727,5",40-45,"7,3","778,3",30-35,,,,
,,,,2000,"6,6","696,1",43-48,"7,1","746,8",33-38,,,,
 ,Шоппер нейлоновый,"Материал: нейлон
Размер: 35*40 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цена примерная, точная стоимость после изготовления образца "," Дизайн: индивидуальный пошив, подбор материалов, печать на стропе - сублимация, нанесение на шоппер - термотрансфер 4+0",500,"16,8","1777,0",55-60,"17,7","1872,6",45-50,17 500,7,17-19,
,,,,1000,"15,9","1683,6",,"16,8","1779,1",,,,,
,,,,2000,"15,4","1633,2",,"16,3","1726,0",,,,,
 ,Шоппер нейлоновый,"Материал: нейлон
Размер: 35*40 см
Упаковка: индивидуальный пакет
Примечание от фабрики: цена примерная, точная стоимость после изготовления образца "," Дизайн: индивидуальный пошив, подбор материалов, печать на стропе - сублимация, нанесение на шоппер - термотрансфер 4+0",500,"4,3","458,1",55-60,"4,8","510,8",45-50,9 500,5,15-17,
,,,,1000,"4,1","438,0",,"4,6","490,7",,,,,
,,,,2000,"4,0","421,9",,"4,5","474,6",,,,,
