,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Брелок,"Материал: акрил
Размер: ~7*3см
Упаковка: OPPпакет
Примечание от фабрики: стоимость открытия формы включена в цену за шт ; цена является ориентировочной и зависит от итогового макета клиента", Дизайн: индивидуальная форма,500,,,,"4,1","360,0",40-45,11 900,9,19-21,
,Носки,"Материал: хлопок 70%, полиэфирное волокно 25%, спандекс 5%
Размер: 36-41 универсальный
Упаковка: OPP пакет
Примечание от фабрики: необходимо оформление СС+ЧЗ (ориентировочная стоимость 95тыс.руб., НЕ включено в цену за шт)", Дизайн: термотрансфер или вязаный паттерн/лого,500,,,,"3,5","302,0",35-40,9 600,7,17-19,
,Кепка,"Материал: Деним
Размер: 56см Диаметр
Упаковка: OPP пакет
Примечание от фабрики: необходимо оформление ДС+ЧЗ (ориентировочная стоимость 40 тыс.руб., НЕ включено в цену за шт), цена является ориентировочной и зависит от итогового макета клиента"," Дизайн: Дизайн по макету клиента, данная стоимость включает в себя дизайн, изображенный на основном фото: вышивка логотипа сбоку, вышивка основного элемента на кепке, короткий козырек (см. доп фото, есть возсожность сделать козырек другой формы)",300,,,,"10,96","958,32 ₽",40-45,12 500,10,20-22,
,,"Материал: Хлопок
Размер: 56см Диаметр
Упаковка: OPP пакет
Примечание от фабрики: необходимо оформление ДС+ЧЗ (ориентировочная стоимость 40 тыс.руб., НЕ включено в цену за шт) цена является ориентировочной и зависит от итогового макета клиента",,300,,,,"10,27","899,82 ₽",40-45,,,,
,Плед-сумка,"Материал: водонепроницаемая ткань Оксфорд
Размер: 150*100 см
Упаковка: OPP пакет
Примечание от фабрики: есть другие размеры: 150*180cm, 150*200cm, 195*200cm, 150*80cm, 50*50cm, 150*130cm"," Дизайн: Выбор цвета основной ткани. цвета верхней части и цвета обметки  из цветовой палитры фабрики, есть цвет, близкий к цвету клиента по брендбуку, печать логотипа клиента на верхней части один цвет",300,,,,"19,4","1 310,59 ₽",35-40,10 200,5,15-17,
,Кружка,"Материал: Пищевой полипропилен, внутри нержавеющая сталь 304
Размер: 550мл, габариты указаны на фото
Упаковка: стандартная заводская цветная коробка
Примечание от фабрики:"," Дизайн: Удаление заводского принта, шеклография с двух сторон изделия по макету клиента один цвет",300,,,,"8,98","893,12 ₽",35-40,10 500,7,17-19,
 ,Ланъярд-шнурок,"Материал: полиэстер, металлическая фурнитура
Размер: ~1000*10мм
Упаковка: OPP пакет
Примечание от фабрики:  цена является ориентировочной и зависит от итогового макета клиента"," Дизайн: выбор цвета из раскладки фабрики или выкрас в пантон (+ 20 руб. к цене за шт. и +5 дней к сроку), брендированная вставка для телефона",300,,,,"9,2","798,0",40-45,12 000,12,22-24,
 ,Ланъярд,"Материал: нейлон, металлическая фурнитура
Размер: ~100*2,5см
Упаковка: OPP пакет
Примечание от фабрики:  цена является ориентировочной и зависит от итогового макета клиента
Можно добавить петли, обвесы из шнурков, бирку с лого, подобрать фурнитуру"," Дизайн: выбор цвета из раскладки фабрики или выкрас в пантон (+ 20 руб. к цене за шт и +5 дней к сроку), брендированная вставка для телефона",300,,,,"10,3","885,0",40-45,17 000,12,22-24,
 ,Наклейка с подложкой,"Материал: смола, подложка из картона 1000г/м3
Размер: Индивидуально
Упаковка: ОРР пакет
Примечание от фабрики:  цена является ориентировочной и зависит от итогового макета клиента", Дизайн: Польностью кастомная наклейка и подложка для нее,300,,,,"3,12","268,42 ₽",40-45,20 200,10,20-22,
,Плед-сумка,"Материал: Полиестер, тайвак
Размер: 105*140 см
Упаковка: OPP пакет
Примечание от фабрики: вомзожно сделать любой другой размер"," Дизайн: Выбор цвета из цветовой палитры фабрики, нансение логотипа клиента",300,,,,"18,71","1 615,76 ₽",40-45,26 200,14,24-26,
,Обвес с бусинами,"Материал: пластик, металл
Размер: 45 бусин диаметром 8мм
Упаковка: OPP пакет
Примечание от фабрики: можно настроить кол-во бусин, цена изменится"," Дизайн: выбор цвета бусин из стока, шильдик с гравировкой",500,,,,"5,21","459,00 ₽",40-45,25 700,9,19-21,
