,"Менеджер: Хартова Диана Игоревна
Email: diana@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Чехол для аддаптера,"Материал: жаккард
Размер: 
Упаковка: 
Примечание от фабрики: ", Дизайн: технология как на шоппере,300,"17,3","1735,9","50-55 кд - производство
+25-30 доставка","20,12","2016,43","50-55 кд - производство
+20-25 доставка","7 745,53","10-14 - фото+видео
+10-12 - доставка",
,Поясная сумка,,,,"13,65","1367,91",,"14,86","1489,31",,"7 406,86",,
,Шоппер,,,,"33,0","3303,7",,"36,47","3654,4",,"10 840,65",,
,Рюкзак,,,,"35,19","3525,61",,"36,94","3700,96",,"10 344,80",,
,Органайзер,,,,"14,6","1466,8",,"16,04","1607,08",,"6 383,25",,
,Кросс-боди,,,,"16,9","1695,5",,"18,87","1890,32",,"6 913,03",,
,Чехол для ноутбука,,,,"17,3","1735,1",,"17,96","1799,83",,"6 856,71",,
,Чехол на паспорт,,,,"17,6","1766,0",,"20,43","2046,6",,"7 745,53",,
