,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
,Рюкзак  ,"Материал: tpe
Размер: 25 х 22 х 16 см
Упаковка: индивидуальный пакет
Стоковые цвета: голубой, розовый, красный, белый, синий, черный, сиреневый
Примечание от фабрики: стоковые джибиттсы в наборе"," Дизайн: выкрас в пантон, синий / белый цвет",500,"14,8","1523,7",35-40,"18,7","1923,0",25-30,17 490,7,17-19,
,,,,,"10,7","1099,9",45-50 (жд долгое),"11,7","1207,8",35-40 (жд долгое),,,,
,,Размер: 22 х 19 х 11 см,,500,"12,4","1278,9",35-40,"15,3","1579,2",25-30,17 850,,,
,,,,,"9,2","944,6",45-50 (жд долгое),"10,0","1025,7",35-40 (жд долгое),,,,
,Джиббитс ,"Материал: пвх
Размер: 5х5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: открытие форм фактора "," Дизайн: выкрас в пантон, индивидуальная форма джиббитса ",500,"1,3","132,8",40-45,"1,4","143,0",30-35,14 900,8,18-20,
,,,,500,"1,0","104,1",45-50 (жд долгое),"1,1","113,7",35-40 (жд долгое),,,,
,,"Материал: пвх
Размер: 5х5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: открытие форм фактора "," Дизайн: выкрас в пантон, индивидуальная форма джиббитса ",500,"0,8","76,8",40-45,"0,8","80,9",30-35,13 000,7,17-19,
