,"Менеджер: Куницына Ольга
Email: olga.k@megamind.ru
Телефон: +7 (911) 087-57-14
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Пакет подарочный,"Материал: бумага мелованная глянцевая 200 г
Размер: 350х450х120 мм
Упаковка: без индивидуальной упаковки
Примечание от фабрики: 
Сборка: лента репсовая розовая 25 мм, люверсы серебро"," Дизайн: Печать 3+1 (Р211+Р212+Р2086+Р211), согласно пантонам
Ламинация матовая 1+0",10000,"2,0","189,7",60-65,,,,"18 700,00","7-10 фото/видео

12-14 доставка в Москву",
,,,,15000,"1,88","181,33",60-65,,,,,,
,,,,20000,"1,79","173,19",65-70,,,,,,
,,,,30000,"1,7","165,9",65-70,,,,,,
 ,Пакет подарочный,"Материал: бумага мелованная глянцевая 200 г
Размер: 300х240х120 мм
Упаковка: без индивидуальной упаковки
Примечание от фабрики: 
Сборка: лента репсовая розовая 25 мм, люверсы серебро"," Дизайн: Печать 3+1 (Р211+Р212+Р2086+Р211), согласно пантонам
Ламинация матовая 1+0",10000,"1,3","124,6",60-65,,,,"18 300,00","7-10 фото/видео

12-14 доставка в Москву",
,,,,15000,"1,23","118,21",60-65,,,,,,
,,,,20000,"1,18","113,27",65-70,,,,,,
,,,,30000,"1,1","107,9",65-70,,,,,,
 ,Пакет подарочный,"Материал: бумага мелованная глянцевая 200 г
Размер: 150х150х85 мм
Упаковка: без индивидуальной упаковки
Примечание от фабрики: 
Сборка: лента репсовая розовая 25 мм, люверсы серебро"," Дизайн: Печать 3+1 (Р211+Р212+Р2086+Р211), согласно пантонам
Ламинация матовая 1+0",10000,"0,8","78,0",60-65,,,,"18 100,00","7-10 фото/видео

12-14 доставка в Москву",
,,,,15000,"0,77","73,09",60-65,,,,,,
,,,,20000,"0,73","69,56",65-70,,,,,,
,,,,30000,"0,7","65,62 ₽",65-70,,,,,,
