,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Магнитный USB-концентратор,"Материал: алюминиевый сплав, ABS
Размер: 7 х 6 х 1.5 см
Упаковка: индивидуальная коробка
Примечание от фабрики: USB-C, HDMI, SD/TF3.0, Micro SD3.0, USB, AUX ", Дизайн: сток,300,"70,0","7214,2",40-45 (жд долгое),"71,1","7319,2",30-35 (авиа долгое),8 580,2,12-14,
,,,,500,"70,0","7211,9",,"71,0","7316,9",,,,,
,,,,1000,"70,0","7210,2",,"71,0","7315,2",,,,,
 ,Портативный жесткий диск,"Материал: алюминиевый сплав
Размер: 16.3 х 8.2 х 2.7 см
Упаковка: индивидуальная коробка
Примечание от фабрики: магнитное крепление, скорость передачи данных 10 Гбит/с, емкость 2 ТБ, зарядка PD 100 Вт, совместимость с различными устройствами", Дизайн: сток,300,"41,2","4214,0",30-35,"41,7","4281,1",20-25,4 560,2,12-14, 
,,,,500,"40,3","4132,3",,"40,9","4199,4",,,,,
,,,,1000,"39,2","4026,5",,"39,9","4093,5",,,,,
,,,,300,"25,8","2662,0",40-45 (жд долгое),"26,4","2722,9",30-35 (авиа долгое),,,,
,,,,500,"25,3","2600,3",,"25,8","2661,2",,,,,
,,,,1000,"24,4","2509,4",,"25,0","2570,4",,,,,
 ,ПЗУ 1,"Материал: PVC
Размер: 67.2 х 99.7 х 10.6 мм
Упаковка: индивидуальная коробка
Примечание от фабрики:  
- Тип аккумулятора: литий-ионный  
- Энергия аккумулятора: 5000 мАч, 3.85 В (19.25 Вт·ч)  
- В комплекте нет зарядного кабеля", Дизайн: сток,300,"102,2","10531,7",30-35,"102,7","10587,8",20-25,12 500,2,12-14,
,,,,500,"102,2","10529,3",,"102,6","10585,4",,,,,
,,,,1000,"102,1","10527,5",,"102,6","10583,6",,,,,
