,"Менеджер: Садова Алина Дмитриевна
Email: alinas@megamind.ru
Телефон: +7 (920) 663-50-75
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Пусковое устройство с воздушным компрессором и фонариком,"Материал: АБС+ПК+огнеупорный
Размер: 12,6*15,6*5,2 см
Упаковка: заводская картонная упаковка
Примечание от фабрики: 
Функции : запуск/надувание/зарядка/свет
Вход: 5 В/3 А, 9 В/2 А, 12 В/1,5 А
Время зарядки: около 5 часов (QC3.0 18 Вт).
Выход USB: 5 В/3 А, 9 В/2 А, 12 В/1,5 А
Емкость: 13000 мач
Внутренний диаметр цилиндра: 19 мм.
Диапазон надувания: 0-150 фунтов на квадратный дюйм
Время надувания: 6-8 минут (0-2,5 бар)
Номинальная мощность: QC18W/надувная 90 Вт
Рабочая температура:-20°C~60°C
Режим освещения: освещение, SOS, режим предупреждения.

Необходимы ДС+СС, примерная стоимость 100 тысяч рублей, в стоимость не включено.", Дизайн: по макету,500,"90,4","7791,0",70-75,,,,20 500,5,15-17,
 ,Пусковое устройство с воздушным компрессором и фонариком+ кейс,"Материал: АБС+ПК+огнеупорный
Размер: 12,6*15,6*5,2 см
Упаковка: заводская упаковка
Примечание от фабрики: 
Функции : запуск/надувание/зарядка/свет
Вход: 5 В/3 А, 9 В/2 А, 12 В/1,5 А
Время зарядки: около 5 часов (QC3.0 18 Вт).
Выход USB: 5 В/3 А, 9 В/2 А, 12 В/1,5 А
Емкость: 13000 мач
Внутренний диаметр цилиндра: 19 мм.
Диапазон надувания: 0-150 фунтов на квадратный дюйм
Время надувания: 6-8 минут (0-2,5 бар)
Номинальная мощность: QC18W/надувная 90 Вт
Рабочая температура:-20°C~60°C
Режим освещения: освещение, SOS, режим предупреждения.

Необходимы ДС+СС, примерная стоимость 100 тысяч рублей, в стоимость не включено.", Дизайн: по макету,500,"93,2","8025,0",70-75,,,,20 500,5,15-17,
 ,автомобильный комплект,"Материал: искусственная кожа
Размер: 45х26х14
Упаковка: прозрачный пакет
Примечание от фабрики: цвет можно выбрать из цветовой карты фабрики, посчитан вариант с внутренним материалом полиэстер черного цвета, внутри 1 карман, внутри прокладка из поролона для поддержания формы, фурнитура металлическая

Необходим ДС, примерная стоимость 15 тысяч рублей, в стоимость не включено", Дизайн: по макету,500,"15,9","1383,9",65-70,,,,19 500,13,23-25,
 ,Подложка для фонарика,"Материал: бумага
Размер: 115*165 мм
Упаковка: фабричная упаковка
Примечание от фабрики: 


", Дизайн: по макету клиента,500,"1,7","142,2",45-50,,,,12 000,11,21-23,
 ,Подложка для ремкомлекта,"Материал: бумага
Размер: 135*240 мм
Упаковка: фабричная упаковка
Примечание от фабрики: 


", Дизайн: по макету клиента,500,"2,0","167,0",45-50,,,,12 000,11,21-23,
 ,ОПП пакетик,"Материал: полипропилен
Размер: 
Упаковка: фабричная упаковка
Примечание от фабрики: 


", Дизайн: сток,500,,,45-50,,,,,,10-12,
 ,,"Материал: полипропилен
Размер: 
Упаковка: фабричная упаковка
Примечание от фабрики: 


", Дизайн: сток,500,,,45-50,,,,,,10-12,
