,"Менеджер: Эмина Арина Ильинична
Email: arinae@megamind.ru
Телефон: +7 (918) 370-96-97
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Коффер,"Материал: нержавеющая сталь 304/304
Размер: 8,8*10,5 см
Упаковка: белая индивидуальная коробка
Примечание от фабрики: 
*минимальный тираж - 500 шт.","Дизайн: нанесение одноцветного логотипа с двух сторон (точно как на референсе), шелкография",500,"7,6","801,3",45-50,"8,7","922,4",35-40,6 500,7,17-19,
,,,,1000,"7,5","793,5",,"8,6","914,6",,,,,
,,,,3000,"7,4","786,3",,"8,6","907,4",,,,,
 ,Стикерпак,"Материал: смола
Размер: 20*14 см
Упаковка: OPP пакет
Примечание от фабрики: 
*минимальный тираж - 1000 наборов, цена указана за набор",Дизайн: производство по макету (считали точно по референсу),1000,"1,7","182,3",40-45,"1,9","206,1",30-35,4 500,7,17-19,
,,,,2000,"1,6","166,2",,"1,8","189,9",,,,,
,,,,3000,"1,5","161,0",,"1,7","184,1",,,,,
 ,Ручки ,"Материал: пластик, метал 
Размер: 14,3*1,1 см
Упаковка: OPP пакет
Цвета: белый, черный, синий, красный, зеленый
Примечание от фабрики: 
",Дизайн: нанесение лого- тиснение фольгой,500,"1,4","152,5",35-40,"1,5","162,0",25-30,9 500,7,17-19,
,,,,1000,"1,4","144,7",,"1,5","154,2",,,,,
,,,,3000,"1,3","134,3",,"1,4","143,9",,,,,
 ,Ручки ,"Материал: пластик, метал 
Размер: 14,6*1,1 см
Упаковка: OPP пакет
Цвета: белый, черный, синий, красный, зеленый, фиолетовый, розовый, голубой, желтый, оранжевый
Примечание от фабрики: 
",Дизайн: нанесение лого- шелкография ,500,"0,3","32,0",30-35,"0,3","35,2",20-25,5 500,4,14-16,
,,,,1500,"0,3","26,4",,"0,3","29,5",,,,,
,,,,2000,"0,2","25,8",,"0,3","29,0",,,,,
,,,,3000,"0,2","24,9",,"0,3","28,1",,,,,
 ,Ручки ,"Материал: пластик, метал 
Размер: 13,8*1,2 см
Упаковка: OPP пакет
Цвета: белый, черный, синий, красный, зеленый,  голубой, оранжевый, серый
Примечание от фабрики: 
",Дизайн: нанесение лого- шелкография ,500,"0,3","28,3",30-35,"0,3","31,5",20-25,5 500,4,14-16,
,,,,1500,"0,2","22,7",,"0,2","25,9",,,,,
,,,,2000,"0,2","20,6",,"0,2","23,8",,,,,
,,,,3000,"0,2","19,9",,"0,2","23,0",,,,,
 ,Ручки ,"Материал: пластик, метал 
Размер: 13*0,7 см
Упаковка: OPP пакет
Цвета: белый золот/серебро, черный золото/серебро, синий серебро, красный серебро/золото, фиолетовый серебро/ золото, серый серебро/ золото
Примечание от фабрики: 
",Дизайн: нанесение лого- лазерная гравировка  ,500,"0,4","46,5",30-35,"0,5","50,9",20-25,3 700,3,13-15,
,,,,1500,"0,4","42,9",,"0,4","46,5",,,,,
,,,,2000,"0,4","41,7",,"0,4","46,0",,,,,
,,,,3000,"0,4","41,0",,"0,4","45,5",,,,,
 ,Свеча,"Материал: пластик, метал 
Размер: 5,5*5,5*6,6 см , 50 гр
Упаковка: индивидуальная коробка
Ароматы: роза, голубой колокольчик, груша и фрезия, жасмин, грейпфрут, кокос, лаванда, персик, морская соль, зеленый чай 
Примечание от фабрики: 
",Дизайн: нанесение лого- тиснение фольгой,500,"2,9","303,0",40-45,"3,7","387,6",30-35,5 900,7,17-19,
,,,,1000,"2,8","297,7",,"3,6","381,3",,,,,
,,,,3000,"2,7","288,4",,"3,5","370,4",,,,,
 ,Ежедневник,"Материал обложки: кожзам софттач
Цвет обложки: кремовый
Размер: 130*210 мм
Закругленные углы
Блок: 80 листов, кремовая бумага 70 г
Детали: ляссе в цвет обложки, резинка-держатель, петелька для ручки
Упаковка: индивидуальный пакет
Примечание от фабрики: 
",Дизайн: УФ печать на обложке 1 цвет,100,"4,6","484,6",35-40,"5,4","567,8",25-30,9 800,5,15-17,
,,,,500,"4,2","440,4",,"4,9","523,7",,,,,
,,,,1000,"3,9","408,1",,"4,6","491,4",,,,,
 ,Ежедневник,"Материал обложки: кожзам софттач
Цвет обложки: кремовый на передней стороне, темно коричневый на обратной стороне
Размер: 130*210 мм
Закругленные углы
Блок: 80 листов, кремовая бумага 70 г
Выкрас среза
Детали: ляссе в цвет обложки
Упаковка: индивидуальный пакет
Примечание от фабрики: ",Дизайн: УФ печать на обложке полноцветная,100,"4,7","498,8",35-40,"5,5","584,5",25-30,9 800,5,15-17,
,,,,500,"4,3","453,4",,"5,1","539,1",,,,,
,,,,1000,"4,0","420,1",,"4,8","505,8",,,,,
 ,Блокнот,"Материал обложки: плотный картон
Цвет обложки: персиковый в пантон
Размер: 145*210 мм
Белые кольца
Блок: 80 листов, белая бумага 70 г
Упаковка: индивидуальный пакет
Примечание от фабрики: ",Дизайн: УФ печать на обложке 1 цвет,100,"3,7","393,1",35-40,"4,6","492,2",25-30,9 800,5,15-17,
,,,,500,"3,3","348,9",,"4,2","448,0",,,,,
,,,,1000,"3,1","331,9",,"4,1","431,0",,,,,
 ,Бутылка из пшеничного волокна,"Материал: пластик, пшеничная солома
Цвет: бежевый
Размер: 350 мл
Упаковка: крафтовая коробка с нидивидуальным нанесением 1 цвет
Примечание от фабрики: ",Дизайн: УФ печать на обложке 1 цвет,100,"3,3","350,4",30-35,"3,7","394,0",20-25,4 500,3,13-15,
,,,,500,"2,0","208,3",,"2,4","251,9",,,,,
,,,,1000,"1,8","188,3",,"2,2","231,9",,,,,
