,"Менеджер: Садова Алина Дмитриевна
Email: alinas@megamind.ru
Телефон: +7 (920) 663-50-75
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,термокружка бело-зеленого цвета сток 1200 мл,"Материал: материал из нержавеющей стали 304
Размер: 28*8,1 см
Упаковка : картонная коробка
Примечание от фабрики: термокружка из нержавеющей стали с удобной ручкой держателем и трубочкой, нижняя часть трубочки также изготовлена из нержавеющей стали, верхняя часть трубочки изготовлена из пластика, цвет бело-зеленый как на фото", Дизайн: логотип компании в 1 цвет (цена включена в стоимость каждого тиража) ,500,"11,5","1112,0",45-55,,,,"8 965,00",10-12 дней (фото и видео);12-14 дней (доставка в Москву),
,,,,1000,"11,4",1105,50-55,,,,,,
 ,термокружка с выкрасом в пантон компании всей кружки+добавление градиента 1200 мл,"Материал: материал из нержавеющей стали 304
Размер: 28*8,1 см
Упаковка : картонная коробка
Примечание от фабрики: термокружка из нержавеющей стали с удобной ручкой держателем и трубочкой, нижняя часть трубочки также изготовлена из нержавеющей стали, верхняя часть трубочки изготовлена из пластика, цвета пантонов, в которые фабрика может выкрасить кружки вставила в доп. фото.", Дизайн: логотип компании в 1 цвет (цена включена в стоимость каждого тиража) ,500,"11,8","1140,0",47-57,,,,"25 110,00",12-15 дней (фото и видео); 12-14 дней (доставка в Москву),
 ,,,,1000,"11,7","1132,0",47-57,,,,,,
 ,термокружка черно-зеленая сток 1500мл,"Материал: материал из нержавеющей стали 304 и 316
Размер: 30*10*10 см
Упаковка : картонная коробка
Примечание от фабрики: термокружка из нержавеющей стали 304 с удобной ручкой держателем и трубочкой, внутренняя часть также выполнена из нержавеющей стали 306, трубочка изготовлена из нержавеющей стали с силиконовой накладкой для удобного использования, вместо трубочки может вставляться специальная пробка, которая предотвращает от пролития напитка (приложила пример в доп фото).", Дизайн: логотип компании в 1 цвет (цена включена в стоимость каждого тиража) ,500,"20,8","1985,0",45-55,,,,"9 645,00",18-25 дней (фото и видео); 12-14 дней (доставка в Москву),
 ,,,,1000,"20,7","1982,0",45-55,,,,,,
 ,термокружка с выкрасом в пантон компании всей кружки 1500 мл,"Материал: материал из нержавеющей стали 304 и 316
Размер: 30*10*10 см
Упаковка : картонная коробка
Примечание от фабрики: термокружка из нержавеющей стали 304 с удобной ручкой держателем и трубочкой, внутренняя часть также выполнена из нержавеющей стали 306, трубочка изготовлена из нержавеющей стали с силиконовой накладкой для удобного использования, вместо трубочки может вставляться специальная пробка, которая предотвращает от пролития напитка (приложила пример в доп фото). Цвета пантонов приложила в доп. фото. "," Дизайн: логотип компании в 1 цвет (цена включена в стоимость каждого тиража). Важное примечание: фабрика не может выпустить кружки с выкрасом в необходимый пантон тиражом 500 шт и 1000 шт, минимальный тираж 3000 шт. Данный вариант с выкрасом в пантон ВСЕЙ кружки, включая ручку и крышку.",3000,"21,6","2060,0",57-60,,,,"90 342,00",22-25дней (фото и видео); 12-14 дней (отправка в Москву),
 ,"термокружка с выкрасом в серый цвет кружки, в салатовый цвет ручки и крышки 1500 мл","Материал: материал из нержавеющей стали 304 и 316
Размер: 30*10*10 см
Упаковка : картонная коробка
Примечание от фабрики: термокружка из нержавеющей стали 304 с удобной ручкой держателем и трубочкой, внутренняя часть также выполнена из нержавеющей стали 306, трубочка изготовлена из нержавеющей стали с силиконовой накладкой для удобного использования, вместо трубочки может вставлятся специальная пробка, которая предотвращает от пролития напитка (приложила пример в доп фото). Цвета пантонов приложила в доп. фото. "," Дизайн: логотип компании в 1 цвет (цена включена в стоимость каждого тиража). Важное примечание: фабрика не может выпустить кружки с выкрасом в необходимый пантон тиражом 500 шт и 1000 шт, минимальный тираж 3000 шт. Данный вариант с выкрасом в серый пантон самой кружки, в салатовый пантон - ручки и крышки.",3000,"21,1","2020,0",57-60,,,,"61 900,00",22-25 дней (фото и видео); 12-14 дней (отправка в Москву),
 ,"термокружка с выкрасом в салатовый цвет кружки, в серый цвет ручки и крышки 1200мл (возможна разнообразная вариация цветовых решений)","Материал: материал из нержавеющей стали 304 и 316
Размер: 19*19 см
Упаковка : картонная коробка
Примечание от фабрики: термокружка из нержавеющей стали 304 с удобной ручкой держателем и трубочкой, внутренняя часть также выполнена из нержавеющей стали 306, трубочка изготовлена из нержавеющей стали с силиконовой накладкой для удобного использования, вместо трубочки может вставляется специальная пробка, которая предотвращает от пролития напитка (приложила пример в доп фото). Цвета пантонов приложила в доп. фото. "," Дизайн: логотип компании в 1 цвет (цена включена в стоимость каждого тиража). Данный вариант с выкрасом в салатовый пантон самой кружки, в серый пантон - ручки и крышки. Возможны разнообразные вариации цветовых решений, фабрика готова сделать изменение цветов под запрос.",500,"22,3","2115,0",45-55,,,,"52 350,00",10-14 дней (фото и видео); 12-14 дней (отправка в Москву),
 ,,,,1000,"21,9","2080,0",50-55,,,,,,
