,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,шарф,"Материал: акрил
Размер: 25*180 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: жаккардовая бирка + продетая нитка,1000,"14,751","1357,06",65-70,"15,929","1465,44",55-60,"5 000,00",20 дней (фото / видео 7-10 дней),
,,,,2000,"14,655","1348,24",65-70,"15,833","1456,63",55-60,,,
,,,,3000,"14,565","1340,00",75-80,"15,743","1448,38",65-70,,,
,,,,4000,"14,023","1290,14",75-80,"15,167","1395,34",65-70,,,
 ,шарф,"Материал: акрил + шерсть
Размер: 25*180 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: жаккардовая бирка + продетая нитка,1000,"15,616","1436,69",65-70,"16,794","1545,08",55-60,"5 000,00",20 дней (фото / видео 7-10 дней),
,,,,2000,"15,463","1422,57",65-70,"16,641","1530,96",55-60,,,
,,,,3000,"15,344","1411,67",75-80,"16,522","1520,05",65-70,,,
,,,,4000,"14,779","1359,71",75-80,"15,923","1464,90",65-70,,,
 ,варежки,"Материал: акрил
Размер: 26*15 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: жаккардовая бирка + продетая нитка,1000,"5,324","489,85",65-70,"5,728","526,99",55-60,"5 000,00",25 дней (фото / видео 15 дней),
,,,,2000,"5,257","483,69",65-70,"5,661","520,83",55-60,,,
,,,,3000,"5,197","478,09",75-80,"5,600","515,24",65-70,,,
,,,,4000,"4,930","453,59",75-80,"5,322","489,64",65-70,,,
 ,варежки,"Материал: акрил + шерсть
Размер: 26*15 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: жаккардовая бирка + продетая нитка,1000,"5,526","508,43",65-70,"5,930","545,57",55-60,"5 000,00",25 дней (фото / видео 15 дней),
,,,,2000,"5,459","502,27",65-70,"5,863","539,41",55-60,,,
,,,,3000,"5,399","496,68",75-80,"5,802","533,82",65-70,,,
,,,,4000,"5,126","471,63",75-80,"5,518","507,68",65-70,,,
