,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК,,"Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку с Китая до Москвы, таможню",,,
Фото,Наименование,Описание,"Тираж, шт",Цена за шт. ($.):,Цена за шт. (руб.):,Срок тиража,Образец ,Срок образца,Доп. фото
,Паракорд под свой дизайн,"Материал: полиэстер
Размер: 150см
Толщина: 8мм
Брендирование: изменить цвет паракорда, дизайн плетения, печать лого на держателе для телефона шелкографией в 1 цвет
Упаковка: в пакет","1200

3000","3,75

3,24","348,31 ₽

301,35 ₽","40-45кд

45-50кд",10 088 ₽,20-22кд,
,Элементы из силикона (цена и тираж на 1 вид дизайна),"Материал: силикон
Размер: 3*3см
Упаковка: в пакет",3000,"1,8","164,62 ₽",50-55кд,28 779 ₽,25-28кд,
,Грелка для рук,"Материал: пластик
Размер: 108х45х75 мм
Цвет: белый, розовый, зеленый, черный
Аккумулятор 5000 Мач
Может использоваться как пауэрбанк
Диапазон температур: 40-60 градусов Цельсия

Логотип: шелкография в один цвет
Упаковка в фабричную коробку

Требуется оформление ДС и СС, порядка 120 тыс руб, не включено в стоимость",1200,"8,7","804,2",45-50 календ.дней,7900 руб,22-24 календ.дня,
,Костер с подогревом,"Материал: пластик
Размер: 132х118х20 мм
Цвет: белый
Мощность: 5В-2А
Три уровня регулировки температуры: 70°C, 90°C, 110°C

Логотип: шелкография в один цвет либо лазерная гравировка
Упаковка в фабричную коробку

Требуется оформление ДС и СС, порядка 120 тыс руб, не включено в стоимость",1200,"10,4","967,7",45-50 календ.дней,9800 руб,22-24 календ.дня,
,Термокружка,"размер: 8*20
объем: 400 мл
материал из нержавеющей стали 304
одноцветный логотип, силиконовый чехол и бирка
упаковка: белая коробка",1200,"13,8",1185 руб,45 -50 календарных дней,59449 руб,"7-10 фото/видео
12-15 кд доставка до Москвы",
,маска-наушники для сна,"Название продукта связи: 3D маска для глаз Bluetooth

Версия Bluetooth: 5,3

Размер цветной коробки: 24*11*2,5

Расстояние передачи Bluetooth: 10 м

Канал наушников: стерео (2.0)

Время воспроизведения музыки: 10 часов на средней громкости

Сопротивление динамика: 32 Ом

Емкость аккумулятора: 150 мА/ч

Мощность аккумулятора: 0,55 Вт",2000,"10,1",882 руб,45 -55 календарных дней,7264 руб,5-10 фото/видео 12-15 кд доставка до Москвы,
,Наушники беспроводные,"Цвета: черный, белый, синий, розовый, зеленый, оранжевый
Нанесение: логотип на корпус кейса, шелкография

Поддерживает Bluetooth 5.4
Емкость батареи наушников: 35 mAh * 2 
Емкость батареи кейса: 300
Время зарядки: 1,5 ч
Время работы: 6-7 часов (6 часов для разговора, 7 часов для музыки)
Диапазон передачи: 10 м
HD звук
Дисплей с процентом зарядки
 ",1200,"14,0","1220,7",55-60 календарных дней,8 200руб.,"7-10 календарных дней фото/видео

13-15 календарных дней доставка до Москвы",
,Наушники беспроводные,"Цвета: черный, красный, розовый, белый, голубой (циан)
Нанесение: логотип на корпус кейса, шелкография

Поддерживает Bluetooth 5.3
Емкость батареи кейса: 300 mAh
Время зарядки: 1 ч
Время работы: 4-8 часов
Диапазон передачи: 10 м
Дисплей с процентом зарядки
Шумоподавление
 ",1200,"7,3","663,4",40-50 календарных дней,7 150руб.,"5-10 календарных дней фото/видео

13-15 календарных дней доставка до Москвы",
,Сумочка для телефона,"Материал: водонепроницаемая бумага (пу)
Размер: 9,5*16,5*2 см.
Цвет под заказ
Нанесение под заказ",1200,"11,5","1042,5",55-60 календарных дней,"11 294,43","7-10 календарных дней фото/видео

13-15 календарных дней доставка до Москвы",
