,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Напульсник,"Материал: хлопок + полиэстер
Размер: 10 х 10 см
Цвет: красный, черный
Упаковка: индивидуальный пакет
Примечание от фабрики: есть карман на молнии

Фабрика не работает: с 24.01 по 05.02", Дизайн: сток,500,"1,9","194,7",30-35,"2,0","205,5",20-25,1 860,2,12-14,
,,," Дизайн: вышивка лого, 2 цвета",500,"2,0","209,5",40-45,"2,1","220,3",30-35,8 860,7,17-19,
 ,Напульсник,"Материал: полиэстер + резинка
Размер: 8 х 8 см
Цвет: красный, черный, белый
Упаковка: индивидуальный пакет

Фабрика не работает: с 22.01 по 10.02", Дизайн: сток,500,"0,9","92,6",27-32,"1,0","103,0",17-22,1 580,2,12-14,
,,," Дизайн: вышивка лого, 2 цвета",500,"1,1","113,4",35-40,"1,2","123,8",25-30,6 400,5,15-17,
,,," Дизайн: жаккард, 2 цвета",500,"2,0","208,5",,"2,1","218,9",,8 860,5,15-17,
 ,Напульсник,"Материал: нейлон
Размер: 5 х 15 см
Цвет: белый, черный
Упаковка: индивидуальный пакет

Фабрика не работает: с 21.01 по 05.02", Дизайн: сток,500,"1,9","198,3",27-32,"2,0","204,7",17-22,1 770,2,12-14,
,,," Дизайн: печать лого, 2 цвета, термотрансфер",500,"2,1","216,1",35-40,"2,2","222,5",25-30,6 370,7,17-19,
 ,Напульсник,"Материал: нейлон
Цвет: черный, серый
Упаковка: индивидуальный пакет

Фабрика не работает: с 21.01 по 05.02", Дизайн: сток,500,"1,8","189,8",27-32,"2,0","209,0",17-22,1 780,2,12-14,
,,," Дизайн: печать лого, 2 цвета, термотрансфер",500,"1,9","195,7",35-40,"2,1","215,0",25-30,6 480,7,17-19,
 ,Напульсник,"Материал: полиэстер
Размер: 15 х 8 см
Цвет: черный, белый, красный
Упаковка: индивидуальный пакет

Фабрика не работает: с 24.01 по 05.02", Дизайн: сток,500,"1,2","124,4",27-32,"1,4","139,0",17-22,1 720,2,12-14,
,,," Дизайн: печать лого, 2 цвета, термотрансфер",500,"1,3","130,3",35-40,"1,4","145,0",25-30,8 890,7,17-19,
 ,Напульсник,"Материал: полиэстер + нейлон
Размер: 9.5 х 7.5 см
Цвет: черный
Упаковка: индивидуальный пакет

Фабрика не работает: с 20.01 по 08.02", Дизайн: сток,500,"2,0","201,6",27-32,"2,1","215,1",17-22,1 840,2,12-14,
,,," Дизайн: печать лого, 2 цвета, термотрансфер",500,"2,1","216,5",35-40,"2,2","230,0",25-30,8 890,7,17-19,
