,"Менеджер: 
Email: 
Телефон: ",,"Литяк Светлана
svetlana@megamind.ru
+7 (918) 964-19-55",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Набор для окуривания,"Состав: горелка без газа, окуриватель, щепа (4 шт), кисточки, стакан
Материал: металл, пластик, дерево, стекло
Упаковка: каждый компонент упакован в отдельные транспортировочные коробки
Вкусы щепы: вишня, пекан, дуб, бук, яблоко, груша, грецкий орех, мескит", Дизайн: сток,50,"20,1","1690,8", 84 540,50-60,"22,9","1920,8", 96 040,40-50,"20,100",12,22-24,
,,," Дизайн: гравировка на горелке, окуривателе; наклейки на баночках щепы",50,"22,5","1895,2", 94 760,55-65,"25,3","2125,9", 106 295,45-55,,,,
 ,Электрический окуриватель,"Материал: пластик
Размер: 9.5 х 6.1 см
Упаковка: инд коробка", Дизайн: сток,50,"19,00","1596,41", 79 821,50-60,"19,72","1656,89", 82 845,40-50,"20,100",12,22-24,
 ,Деревянный окуриватель,"Материал: дерево
Размер: 10 х 10 см
Упаковка: инд пакет"," Дизайн: сток

лого + 30 руб",300 (мин),"6,82","572,71", 171 813,50-60,"7,27","611,02", 183 306,40-50,"20,100",12,22-24,
 ,Деревянный окуриватель,"Материал: дерево
Размер: 10 х 10 см
Упаковка: инд пакет"," Дизайн: сток

лого + 30 руб",300 (мин),"6,20","520,68", 156 204,50-60,"6,65","558,98", 167 694,40-50,"20,100",12,22-24,
 ,Горелка,"Материал: пластик, металл
Упаковка: инд пакет"," Дизайн: сток, варианты на главном и в доп фото

лого + 30 руб",50,"12,26","1029,49", 308 847,50-60,"12,78","1073,34", 322 002,40-50,"20,100",12,22-24,
 ,Горелка,"Материал: пластик, металл
Упаковка: инд пакет"," Дизайн: сток, варианты на главном и в доп фото

лого + 30 руб",50,"7,30","613,19", 183 957,50-60,"7,82","657,03", 197 109,40-50,"20,100",12,22-24,
 ,Стакан,"Материал: стекло
Объем: 300 мл
Упаковка: инд пакет", Дизайн: сток,50,"4,10","344,35", 103 305,50-60,"5,41","454,60", 136 380,40-50,"20,100",12,22-24,
