,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Бутылка металлическая с карабином,"Материал: алюминий
Размер: 500 мл, 6,6*21 см
Упаковка: индивидуальная белая коробка
Примечание от фабрики: ", Дизайн: цвет из наличия + ларезная гравировка лого,500,"4,4","423,5",40-45,"5,09","495,62",30-35,"14 500,00",13-17,
,,,,1000,"4,19","407,76",,"4,93","479,88",,,,
,,,,2000,"4,04","392,87",,"4,78","464,99",,,,
 ,Бутылка металлическая с карабином,"Материал: нержавеющая сталь 201
Размер: 750 мл, 7,3*24 см
Упаковка: индивидуальная белая коробка
Примечание от фабрики: ", Дизайн: выкрас в пантон,500,"5,9","572,3",40-45,"6,18","601,31",30-35,"15 000,00",13-17,
,,,,1000,"5,86","570,63",,"6,85","666,99",,,,
,,,,2000,"5,86","569,78",,"6,85","666,14",,,,
 ,Бутылка складная 1,"Материал: нержавеющая сталь 201
Размер: 750 мл, 7,3*24 см
Упаковка: индивидуальная белая коробка
Примечание от фабрики: ", Дизайн: - (заказ из наличия),500,"5,9","572,3",40-45,"6,18","601,31",30-35,"15 000,00",13-17,
,,,,1000,"5,86","570,63",,"6,85","666,99",,,,
,,,,2000,"5,86","569,78",,"6,85","666,14",,,,
