,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Панно конструктор ,"Материал: строительные блоки из металл(нержавеющая сталь 316), фоторамка - из дерева
Размер: по тз
Упаковка: инд коробка
Примечание от фабрики: точные цены будут известны после изготовления образца, цена включает стоимость самого конструктора+рамка+коробка// Используем технология 3D-печати из нержавеющей стали 316, поэтому поверхность будет немного шероховатой, не такой гладкой, как у формы"," Дизайн: по дизайну клиента, открытие пресс-формы ",500,"167,280","14051,85",65-70,"174,420","14651,61",55-60,81 000( с рамкой) - образец из смолы (152 000) - из металла,12,22-24,
,,,,,,,,,,,81 000( с рамкой) - образец из смолы (152 000) - из металла,12,22-24,
 ,Панно конструктор ,"Материал: детали меньшего размера из светоотверждаемой смолы, детали покрупнее из металла,, фоторамка - из дерева
Размер: по тз
Упаковка: инд коробка
Примечание от фабрики: точные цены будут известны после изготовления образца, цена включает стоимость самого конструктора+рамка+коробка"," Дизайн: по дизайну клиента, открытие пресс формы ",300,"61,800","5190,79",65-70,"66,900","5619,19",55-60,81 000( с рамкой) - образец из смолы,10,20-22,
,,,,,,,,,,,81 000( с рамкой) - образец из смолы,10,20-22,
 ,матрешка в форме дерева вся целиком,"Материал: дерево
Размер: по тз
Упаковка: инд пакет
Примечание от фабрики: 5 футляров, концепция матрешка, минимальный заказ 300 штук
", Дизайн: инд форма каждого футляра,300,,,,,,,,10,20-22,
 ,Бутылка ,"Материал: бутылка стекло, подставка дерево, коряблик - пластик, жидкость - масло+краска 
Размер: бутылка 17*6,2 см,  коробка 30х25х10, кораблик 120х35х38мм, подставка 350х150мм
Упаковка: инд коробка 
Примечание от фабрики: необходима проработка образца для подтверждения стоимости"," Дизайн: корабль по макету клиента, цвет воды можно сделать приближенным, коробка красная с золотым лого,  подставка дерево, пробка дерево",500,"60,17","5500,10",55-60,"67,65","6200,20",45-50,"45244,89 (полный набор+коробка)",10-15,20-25,
 ,органайзер ,"Материал: дерево 
Размер: по макету 
Упаковка: коробка 
Примечание от фабрики: необходима проработка образца для подтверждения стоимости"," Дизайн: органайзер будет полностью из дерева (детали которые на макете из металла, фабрика сможет сделать только из дерева), без света ",300,"52,36","4389,47",70-75,"53,70","4880,94",60-65,30 000,20,30-35,
 ,лампа ,,,300,,,,,,,,,30-35,
