,"Менеджер: Киселева Екатерина
Email: katya.e@megamind.ru
Телефон: +7 (921) 970-63-24
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
,Набор кистей,"Материал: пластик
Размер: в доп фото
Упаковка: сток пакет"," Дизайн: выкрас ручки в красный цвет, набор из 3 кистей",2000,"0,7","57,1",35-40,"0,7","63,0",25-30,"1610 (сток)
9650 (выкрас ручки)",2,12-14,
,Ластик,"Материал: TPR
Размер: 3 х 3 х 1 см
Цвет основы: белый
Упаковка: сток пакет

в стоимость входит ДС (15 000)"," Дизайн: индивидуальная форма (мягкий квадрат), УФ-печать с двух сторон",2000,"0,5","44,1",40-45,"0,6","46,9",30-35,5 690,5,15-17,
,Бейдж с лентой,"Материал: пластик
Размер: 7 х 11.1 см карман, 2 х 9 см лента
Упаковка: сток пакет
"," Дизайн: лого уф печать, выкрас в пантон, обработка краев",2000,"2,0","169,9",32-37,"2,1","176,7",22-27,3 800,2,12-14,
 ,Линейка (сильно твердая),"Материал: PS
Размер: 30×3 см, толщина 2 мм
Цвет: прозрачный
Упаковка: сток пакет
", Дизайн: запечатка по макету,2000,"0,8","64,7",35-40,"0,9","74,5",25-30,13 750,7,17-19,
 ,Линейка (менее твердая),"Материал: PS
Размер: 30×3 см, толщина 1.5 мм
Цвет: прозрачный
Упаковка: сток пакет
", Дизайн: запечатка по макету,2000,"0,5","41,1",35-40,"0,6","46,9",25-30,13 750,7,17-19,
,Карандаш,"Материал: дерево, наклейка 
Размер: 17,5 см 
Упаковка: пакет
Примечание от фабрики: необходимо подтверждение сигнального образца",Дизайн: пленка в пантон,2000,"0,3","26,6",40-50,"0,4","29,8",30-40,7 900,10,20-22,
,Брелок с джиббитсами (3 шт в наборе),"Материал: ПВХ
Размер: брелок 4 х 13.5 см, джиббитс 3 х 1.5 см
Фурнитура: колечко, карабин
Упаковка: сток пакет
Примечание от фабрики: необходимо уточнить цену после получения макета и проработки образца", Дизайн: индивидуальная форма джиббитсов,2000,"1,9","158,4",45-50,"2,0","167,4",35-40,46 000,7,17-19,
,Ручка,"Материал: пвх
Чернила: черные, гелевые
Размер: 17 х 3 см
Упаковка: сток пакетик 
Примечание от фабрики: необходимо подтверждение возможностей фабрики по финальным макетам и стоимости после проработки образца
"," Дизайн: индивидуальная форма + стоковый цвет корпуса, отдельно закупка шариковых стержней

сборка не включена в стоимость",5000,"0,4","34,2",40-45,"0,5","38,5",30-35,"образец стержня:
2300",2,12-14,
,Набор кистей,"Материал: пластик
Упаковка: сток пакет", Дизайн: сток,2000,"0,4","36,8",35-40,"0,5","40,1",25-30,1 450,2,12-14,
Просчет от 06.06.25,,,,,,,,,,,,,,
,"Карандаш
(заточенный)","Материал: дерево, наклейка 
Размер: 17,5 см 
Упаковка: инд пакет
Примечание от фабрики: необходимо подтверждение сигнального образца",Дизайн: пленка в пантон,2000,"0,4","35,9",40-50,"0,5","39,4",30-40,7 900,10,20-22,
Просчет от 09.06.25                                                                                                                ,,,,,,,,,,,,,,
,"Карандаш
(незаточенный)","Материал: дерево, наклейка 
Размер: 17,5 см 
Упаковка: инд пакет
Примечание от фабрики: необходимо подтверждение сигнального образца",Дизайн: пленка в пантон,2000,"0,4","29,9",40-50,"0,4","32,5",30-40,7 900,10,10-12,
,,"Материал: дерево, наклейка 
Размер: 17,5 см 
Упаковка: без инд пакета, общая упаковка
Примечание от фабрики: необходимо подтверждение сигнального образца",,,"0,3","26,6",,"0,4","29,8",,,,,
