,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Дождевик,"Модель унисекс.
Ткань: текстурированный ПВХ. 
Застежка на молнию. 
 Карманы на груди. 
Рукав реглан, без чехла. 
Особый крой дождевика препятствует попаданию влаги сквозь плечевые швы. 
Швы сделаны методом сварки током высокой частоты, полностью герметичны и огнестойкие.
Брендированный пуллер ПВХ, цветность 1+0. 
ПВХ бирка в боковом шве кармана. Размер бирки 1,5 *1,5 см. Цветность - 2+0. 
Цвет - черный, полупрозрачный. 
Средняя длина, до колен. 
Размерный ряд - S/M, L/XL, 2XL/3XL
Упаковка - прозрачный индивидуальный пакет. 




", Дизайн: ,100,"48,713","5261,02",70-75,"52,827","5705,33",60-65,"16 000,00",24 дня (фото / видео - 12 дней,
,,,,300,"45,404","4903,60",70-75,"49,518","5347,91",60-65,,,
,,,,500,"37,442","4043,73",70-75,"41,556","4488,04",60-65,,,
,,,,1000,"36,469","3938,70",70-75,"40,583","4383,01",60-65,,,
,,,,2000,"32,333","3491,99",70-75,"36,447","3936,30",60-65,,,
 ,Дождевик,"Материал: EBA 
Толщина материала: 0,18 мм. 
Цвет - прозрачный. В рамках тиража изделие одного цвета. 
Метод нанесения: шелкография, до 40 кв.см
Красочность: 1+0 
Размерный ряд - S/M, L/XL, 2XL/3XL
Упаковка: индивидуальный пакетик. 














", Дизайн: ,100,"40,778","4404,07",70-75,"44,892","4848,38",60-65,"16 000,00",24 дня (фото / видео - 12 дней,
,,,,300,"39,056","4218,05",70-75,"43,170","4662,36",60-65,,,
,,,,500,"37,442","4043,73",70-75,"41,556","4488,04",60-65,,,
,,,,1000,"35,835","3870,14",70-75,"39,949","4314,46",60-65,,,
,,,,2000,"34,238","3697,66",70-75,"38,352","4141,97",60-65,,,
