,"Менеджер: Червоненко Светлана
Email: sveta.ch@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Подушка,"Материал: флис
Размер: 40*40*10 см
Упаковка: индивидуальный вакуумный пакет
Примечание от фабрики: "," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"18,1","1680,1",85-90,"22,3","2070,3",75-80,8 800,7,17-19,
 ,Подушка,"Материал: на выбор, наполнитель - полипропиленовый хлопок
Размер: 45*45*20 см
Упаковка: индивидуальный пакет
Примечание от фабрики: "," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"31,7","2945,3",65-70,"46,2","4298,7",55-60,11 300,10,20-22,
 ,Подушка,"Материал: полиэстер, наполнитель - меморикс
Размер: 46*23*11 см
Упаковка: индивидуальный пакет
Примечание от фабрики: "," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"9,6","895,5",50-55,"11,3","1053,7",40-45,5 000,4,14-16,
,Подушка,"Материал: полиэстер, наполнитель - меморикс
Размер: 42*42*13 см
Упаковка: индивидуальный пакет
Примечание от фабрики: 
Расчет на модель без подогрева
есть еще модели с подогревом и с мокса-терапией"," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"14,4","1335,1",70-75,"17,1","1588,0",60-65,7 200,14,24-26,
,Подушка,"Материал: флис, наполнитель - полипропиленовый хлопок
Размер: 175*15 см в развернутом виде
Упаковка: индивидуальный пакет
Примечание от фабрики: "," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"9,4","845,8",55-60,"11,6","1041,6",45-50,9 800,5,15-17,
,Подушка,"Материал: 65% полиэстер 35% искуственный хлопок, наполнитель - меморикс
Размер: 46*29*18 см
Упаковка: индивидуальный пакет
Примечание от фабрики: 
"," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"22,6","2033,9",70-75,"28,3","2546,3",60-65,6 500,10,20-22,
,Подушка,"Материал: стрейч флис, наполнитель - меморикс
Размер: 42*22*12 см
Упаковка: индивидуальный пакет
Примечание от фабрики: 
"," Дизайн: 
- выбор цвета из раскладки
- тканевая бирка",19500,"12,8","1148,5",55-60,"15,4","1384,7",45-50,4 500,5,15-17,
 ,Лампа,"Материал: PLA пластик для 3Д печати
Размер: 11*11*21,5 см
Упаковка: индивидуальная коробка 
Примечание от фабрики: 
*цоколь для лампы модели Е27, которая подходит для умных ламп яндекса с алисой 
*цена на все формв лампы одинаковая, разница в цене есть у большого/маленького размеров"," Дизайн: 
- выбор формы и размера лампы из каталога фабрики
- два варианта коробки: 1 - обычная крафтовая коробка (фабричная, добавила в доп фото); 2 - коробка по клиентскому макету (примеры коробок других клиентов фабрики тоже добавила в доп фото). На такой тираж фабрика готова сделать кастомизацию коробки бесплатно ",19500,"12,1","1122,3",65-70,"13,7","1269,3",55-60,4 500,2,12-14,
,,"Материал: PLA пластик для 3Д печати
Размер: 17,5*17,5*29,5 см
Упаковка: индивидуальная коробка 
Примечание от фабрики: 
*цоколь для лампы модели Е27, которая подходит для умных ламп яндекса с алисой 
*цена на все формв лампы одинаковая, разница в цене есть у большого/маленького размеров",,,"22,1","2057,3",,"27,2","2529,7",,6 000,,,
