,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,закладка спаси и сохрани,"Материал: кожзам
Размер: 12*3.5*0,2см
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: лого, как на визуале",300,"2,444","224,81",50-55,"2,571","236,54",40-45,"9 000,00",15 дней (фото / видео 5 дней),
,,,,500,"2,275","209,27",50-55,"2,402","221,00",40-45,,,
 ,визитница с карточками,"Материал: нержавеющая сталь, картон
Размер: 9.4*6.6*1CM
Упаковка: инд пакет
Примечание от фабрики: можно добавить только гравировку
в визитницу помещается 18 карточек"," Дизайн: гравирока, карточки с инд печатью на каждой (одноцвет)",300,"6,069","558,37",43-48,"6,337","583,00",33-38,"10 000,00",15 дней (фото / видео 5 дней),
,,,,500,"5,867","539,75",43-48,"6,127","563,66",33-38,,,
 ,визитница с карточками,"Материал: нержавеющая сталь, картон
Размер: 9.4*6.6*1CM
Упаковка: инд пакет
Примечание от фабрики: можно добавить только гравировку
в визитницу помещается 18 карточек", Дизайн: уф печать,300,,,,,,,"10 000,00",15 дней (фото / видео 5 дней),
,,,,500,"6,007","552,63",43-48,"6,267","576,54",33-38,,,
 ,свеча,"Материал: стелко, воск
Размер: 7*8,4CM
", Дизайн: одноцветное лого,,,,,,,,"10 000,00",15 дней (фото / видео 5 дней),
,,,,500,"4,472","411,42",40-45,"5,170","475,64",30-35,,,
