,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Маска для сна,"Материал: лайкра, поролон
Размер: 24*10.5*2cm
Упаковка: OPP пакет
Примечание от фабрики: выбор цвета из раскладки"," Дизайн: цвет: черный / синий / розовый / серый, термотрансфер лого 1 цвет",300,"5,3","454,0",40-45,"5,9","499,0",30-35,4 600,7,17-19,
,,," Дизайн: выбор цвета из раскладки фабрики, термотрансфер лого 1 цвет",500,"4,0","336,0",40-45,"4,4","377,0",30-35,,,,
,,, Дизайн: объёмное TPU нанесение 1 цвет,1000,"4,1","347,0",40-45,"4,6","387,0",30-35,9 600,9,19-21,
 ,Нессесер,"Материал: полиэстер
Размер: 23*19см (в сложенном виде)
Упаковка: OPP пакет
Примечание от фабрики: выбор цветов из наличия (см.доп.фото)", Дизайн: термотрансфер лого 1 цвет,50,"6,0","506,0",40-45,"6,6","559,0",30-35,9 700,9,19-21,
,,,,100-200,"5,2","439,0",45-50,"5,8","492,0",35-40,,,,
,,,,500,"4,6","388,0",50-55,"5,0","442,0",40-45,,,,
,,, Дизайн: объёмное TPU нанесение 1 цвет,1000,"4,8","411,0",50-55,"5,5","465,0",40-45,14 800,9,19-21,
 ,Чехол для чемодана M,"Материал: полиэстер
Размер: M (см.доп.фото)
Упаковка: OPP пакет
", Дизайн: цифровая печать,100,"8,9","754,0",50-55,"9,6","813,0",40-45,4 900,7,10-12,
,,,,500,"8,1","691,0",50-55,"8,8","749,0",40-45,,,,
,,,,1000,"7,4","628,0",50-55,"8,1","685,0",40-45,,,,
,Чехол для чемодана L,"Материал: полиэстер
Размер: L (см.доп.фото)
Упаковка: OPP пакет
", Дизайн: цифровая печать,100,"10,0","850,0",50-55,"10,9","929,0",40-45,5 300,7,10-12,
,,,,500,"9,4","798,0",50-55,"10,3","874,0",40-45,,,,
,,,,1000,"8,5","721,0",50-55,"9,4","798,0",40-45,,,,
 ,Чехол для чемодана XL,"Материал: полиэстер
Размер: XL (см.доп.фото)
Упаковка: OPP пакет
", Дизайн: цифровая печать,100,"11,2","950,0",50-55,"12,3","1048,0",40-45,5 500,7,10-12,
,,,,500,"10,5","897,0",50-55,"11,7","992,0",40-45,,,,
,,,,1000,"9,9","845,0",50-55,"11,1","940,0",40-45,,,,
 ,Повербанк,"Материал: металл
Размер: 147*14.2*71.2mm
Упаковка: белая заводская коробка
Примечание от фабрики: на боковых сторонах не может быть напечатан принт. Штрикоды нужно будет переместить
10000mAh
Разъемы: USB (x2), type-c, micro USB", Дизайн: УФ печать дизайна по макету,50,"24,8","2107,0",35-40,,,,6 100,5,15-17,
,,,,100,"20,4","1731,0",35-40,,,,,,,
