,"Менеджер: 
Email: 
Телефон: ",,"Магасумов Арсений
arseny@megamind.ru
",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, 
руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Мешок для обуви,"Материал: хлопок (12г/м2)
Размер: 35х40 см
Упаковка: опп-пакет
Примечание от фабрики: создание и печать по макету клиента ", Дизайн: цифровая печать (с одной стороны),200,6.2,524.5, 104 900.,35-40,7.2,607.7, 121 540,25-30,3 500,3,13-15,
,,"Материал: полиэстер-хлопок (10г/м2)
Размер: 35х40 см
Упаковка: опп-пакет
Примечание от фабрики: создание и печать по макету клиента",,,5.9,494.6, 98 920.,,7.0,585.3, 117 060,,,,,
 ,Бандана,"Материал: полиэстер 
Размер: 55х55 см
Упаковка: опп-пакет
Примечание от фабрики: создание и печать по макету клиента", Дизайн: цифровая печать (с одной стороны),200,7.7,646.0, 129 200.,40-45,7.9,665.8, 133 160,30-35,3 500,4,14-16,
,,"Материал: хлопок
Размер: 55х55 см
Упаковка: опп-пакет
Примечание от фабрики: создание и печать по макету клиента",,,9.5,796.7, 159 340.,,9.7,817.5, 163 500,,5 500,,,
 ,Кепка,"Материал: хлопок 100%
Размер: регулируемый хлястиком, универсальный
Упаковка: опп-пакет
Примечание от фабрики: выбор цвета ткани по раскладке фабрики", Дизайн: печать на поверхности (УФ/шелкография),200,"10,15","852,76", 170 552.,45-50,"10,82","908,66", 181 732,35-40,"7,600",14,24-26,
,,"Материал: хлопок 
Размер: регулируемый хлястиком, универсальный
Упаковка: опп-пакет
Примечание от фабрики: выбор цвета ткани по раскладке фабрики
Хлястик пластиковый",,,"8,33","699,34",  .,,"8,63","724,85",  ,,"4,300",,,
 ,Браслет,"Материал: силикон 
Размер: 202*12MM
Упаковка: индивид пакет 
Цвет: стоковый цвет ", Дизайн: лого печать по макету клиента,500,0.4,42.2,,45-50,"0,45","45,96",,35-40,"9,000",7,17-19,
,"Браслет  с кнопками ",,Дизайн: лого печать по макету клиента,,0.5,"51,54",  .,,"0,54",55.3,  ,,,,,
 ,Ручка,"Материал: пластик
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: печать лого шелкография,500/1000,"2,25","188,25",,40-45,,,,,"3,000",7,17-19,
,,,,,"2,85","243,45",,,,,,,"6,000",,,
 ,Футболка 180 гр/м2,"Материал: 100% хлопок
Размер: XS - XXL
Упаковка: опп-пакет

Для ввоза необходима сертификация 100 000 руб либо ЖД ДОЛГОЕ без сертификации", Дизайн: печать лого шелкография,50,"32,69","2 745,94",,30-35,"35,00","2 939,98",,,"8,000",10-15,20-27,
,Футболка 240 гр/м2,,,,"37,34","3 136,22",,,"39,65","3 330,26",,,"8,000",,,
 ,Блокнот,"Материал: бумага, картон
Размер: по макету клиента, примерно А6
Упаковка: опп-пакет
Примечание от фабрики: нужен макет от клиента
Бумага простая или линованная, цвет бумаги можно изменить

Цена примерная из-за неизвестного кастома, может сильно упасть", Дизайн: полный кастом по макету клиента,500,"5,95","500,05",,45-50,"8,65","726,85",,35-40,"8,900",14,24-26,
