,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,шарф фабрика 1,"Материал: 100% вирджинская шерсть
Размер: 180*30 см
Упаковка: инд пакет
Примечание от фабрики: жаккардовая бирка добавит 30 рублей к цене, окантовка из кожи - 300 рублей к цене (с двух сторон) и 150 рублей к цене с одной стороны", Дизайн: ,1000,"21,617","2226,55",55-60,"23,317","2401,65",45-50,15 000,10,20-22,
,шарф фабрика 2,"Материал: 50% вирджинская шерсть / 50% акрил
Размер: 180*30 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: ,1500,"19,592","2017,95",55-60,"21,292","2193,05",45-50,23 000,15,25-27,
,шарф фабрика 2,"Материал: 100% полиэстер
Размер: 180*30 см
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: ,1500,"12,121","1248,47",55-60,"13,396","1379,79",45-50,23 000,15,25-27,
,,,,,,,,,,,,,,
 ,шарф фабрика 3,"Материал: 100% вирджинская шерсть
Размер: 180*30 см
Упаковка: инд пакет
Примечание от фабрики: жаккардовая бирка добавит 20 рублей к цене, окантовка из кожи - 250 рублей к цене (с двух сторон) и 125 рублей к цене с одной стороны", Дизайн: ,1000,"19,709","2089,16",55-60,"21,545","2283,77",45-50,40 000,15,25-27,
,шарф фабрика 3,"Материал: 50% вирджинская шерсть / 50% акрил
Размер: 180*30 см
Упаковка: инд пакет
Примечание от фабрики:  жаккардовая бирка добавит 20 рублей к цене, окантовка из кожи - 250 рублей к цене (с двух сторон) и 125 рублей к цене с одной стороны", Дизайн: ,1000,"18,555","1966,82",55-60,"20,391","2161,43",45-50,40 000,15,25-27,
,шарф фабрика 3,"Материал: 100% полиэстер
Размер: 180*30 см
Упаковка: инд пакет
Примечание от фабрики:  жаккардовая бирка добавит 20 рублей к цене, окантовка из кожи - 250 рублей к цене (с двух сторон) и 125 рублей к цене с одной стороны", Дизайн: ,1000,"12,679","1344,02",55-60,"14,056","1489,98",45-50,40 000,15,25-27,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,шарф фабрика 4,"Материал: 100% вирджинская шерсть
Размер: 180*30 см, толщина 4 мм, 180 грамм
Упаковка: инд пакет
Примечание от фабрики: в цене один цвет и плетение логотипа, жаккардовая бирка добавит 40 рублей к цене", Дизайн: плетение логотипа,300,"27,721","2938,43",70-75,"29,081","3082,59",60-65,"30000 кастом
сток - 2000",25,35-37,
,шарф фабрика 4,"Материал: 70% вирджинская шерсть / 30% акрил
Размер: 180*30 см,толщина 4 мм, 180 грамм
Упаковка: инд пакет
Примечание от фабрики:  в цене один цвет и плетение логотипа, жаккардовая бирка добавит 40 рублей к цене", Дизайн: плетение логотипа,500,"24,526","2599,74",70-75,"25,886","2743,90",60-65,"30000 кастом
сток - 2000",25,35-37,
