,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Отвертка,"Материал: нержавеющая сталь + корпус из алюминия
Размер: 16*3,7 см (размер коробки)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*набор с 10 насадками
Встроенная выдвижная алюминиевая ручка
Магнитный наконечник", Дизайн: из наличия,310,"9,2","957,8",25-30,"10,06","1046,24",15-20,"6 000,00",10-12,
 ,Отвертка,"Материал: нержавеющая сталь + корпус из алюминия 
Размер: 16*6 см (размер коробки)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*набор с 28 насадками
Встроенная выдвижная алюминиевая ручка
Магнитный наконечник", Дизайн: из наличия,310,"16,4","1700,2",25-30,"18,05","1876,95",15-20,"6 000,00",10-12,
 ,Отвертка аналог 1,"Материал: нержавеющая сталь + корпус ил алюминиего сплава
Размер: 15*3,8 см (размер кейса)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*набор с 31 насадкой
Встроенная выдвижная алюминиевая ручка
Магнитный наконечник

", Дизайн: из наличия,310,"13,3","1380,3",25-30,"14,26","1482,83",15-20,"6 000,00",10-12,
 ,Отвертка аналог 2,"Материал: нержавеющая сталь + корпус ил алюминиего сплава
Размер: 15,1*3,6*7,2 см (размер кейса)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*40 насадок
Ручка из PP+TPR для удобного захвата
Магнитный наконечник


", Дизайн: из наличия,310,"16,5","1716,3",25-30,"18,27","1900,19",15-20,"6 500,00",10-12,
 ,Отвертка аналог 3,"Материал: нержавеющая сталь + корпус ил алюминиего сплава
Размер: 15*3,8 см (размер кейса)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*8 насадок
Ручка из PP+TPR для удобного захвата
Магнитный наконечник
Встроенный выдвижной отсек для 8 бит

", Дизайн: из наличия,310,"6,5","671,6",25-30,"7,24","752,93",15-20,"6 000,00",10-12,
 ,Отвертка аналог 4,"Материал: корпус из алюминиевого сплава + алюминиевая ручка
Размер: 16,7*8 см (размер кейса)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*31в1
Магнитный наконечник", Дизайн: из наличия,310,"8,9","921,1",25-30,"9,68","1006,55",15-20,"6 000,00",10-12,
 ,Отвертка аналог 5,"Материал: корпус из алюминиевого сплава + алюминиевая ручка
Размер: 16,7*8 см (размер кейса)
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*48 насадок
Магнитный наконечник", Дизайн: из наличия,310,"11,2","1164,8",25-30,"12,16","1265,03",15-20,"6 000,00",10-12,
