,"Менеджер: Куницына Ольга
Email: olga.k@megamind.ru
Телефон: +7 (911) 087-57-14
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото,Вес,Объем
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",,,
 ,Плавающий брелок,"Материал: пластик
Размер: 2,5х6,5 см
Упаковка: прозрачный пакет
"," Дизайн: цифровая печать, 1 цвет",500,"1,4","145,3",55-60,,,,17 200,7,17-19,,6,"0,03"
,,,,1000,"1,0","104,0",60-65,,,,,,,,12,"0,07"
 ,Брелок Спасательный круг,"Материал: ПУ, металлическое кольцо
Размер: примерный 7,5х2 см
Цвет: синий/белый/ серый
Упаковка: прозрачный пакет
"," Дизайн: тампопечать, 1 цвет",500,"2,0","214,7",50-55,,,,11 200,7,17-19,,"15,71","0,11"
,,,,1000,"1,8","184,8",50-55,,,,,,,,"31,43","0,22"
 ,"Плавающий брелок ""Надувной круг""","Материал: ПВХ
Размер: 8,8х9,4см
Упаковка: прозрачный пакет
", Дизайн: УФ печать по макету,500,"2,0","212,4",50-55,,,,23 300,7,17-19,,7,"0,09"
,,,,1000,"1,6","169,7",50-55,,,,,,,,14,"0,18"
 ,Брелок ПВХ,"Материал: ПВХ, металлическое кольцо
Размер: 4,5х1 см
Упаковка: прозрачный пакет
Примечание от фабрики: 
Изготовления форм включено в стоимость", Дизайн: ПВХ логотип,500,"1,4","145,2",55-60,,,,32 300,10,20-22,,"8,5","0,01"
,,,,1000,"1,1","115,19 ₽",60-65,,,,,,,,17,"0,02"
