,"Менеджер: Андрианова Анастасия
Email: anastasiaandrianova@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Шоппер,"Материал: парусина
Размер: 35 х 40 см
Упаковка: сток
Примечание от фабрики: в стоимость включено лого из 4 цветов", Дизайн: выкрас в пантон + нанесение лого,50000,"2,5","243,0",45-50 дней,3,"284,7",35-40 дней,"10 200,00",12-15 дней,
,Шары,"Материал: PET
Размер: 8 см
Упаковка: индивидуальная подарочная коробка для шарика","Дизайн: 
1) выкрас в пантон
2) нанесение логотипа трансферной печатью",5000,"1,7","161,8",40-45 дней,"2,31","224,39",30-35 дней,"9 350,00",19-22 дней,
,,,"Дизайн: 
1) выкрас в пантон
2) нанесение логотипа водяной наклейкой",,"1,5","146,0",60-65 дней,"2,03","197,63",50-55 дней,"12 350,00",19-22 дней,
,худи,"хлопок
на молнии
без шнурка в капющоне
печать
размеры: S-XXL",,1000,"12,513","1217,49",33-38,"13,950","1357,34",23-28дней,"4 000,00",15 дней (фото / видео 3 дня),
,,,,,,,,,,,,,
,худи,"полиэестер
на молнии
без шнурка в капющоне
печать
размеры: S-XXL",,1000,"16,733","1628,10",30-35,"18,211","1771,95",20-25,"4 000,00",15 дней (фото / видео 3 дня),
,,,,,,,,,,,,,
,статуетка,"медь 
вес примерно 1 кг
размер 15*12*5 см
цена примерная",,300,"51,967","5056,44",70-75,"58,305","5673,10",60-65,"70 000,00",42 дня (фото видео 30 дней),
,,,,,,,,,,,,,
 ,Барабан,"Материал: нержавеющая сталь
Размер: 37*15,5 см
Упаковка: индивидуальная коробка
Примечание от фабрики: в комплекте барабан, 2 палочки, ремешок, барабанный металлический ключ","Дизайн: нанесение одностороннего двухцветного лого, цвет барабана - черный/белый на выбор ",100,"56,6","5509,6",50-55,"72,69","7072,71",40-45,"20 000,00",20-22,
 ,Шапка- Ушанка ,"Материал: искусственный мех
Цвета: черный, коричневый 
Размер упаковки: 30*30*5cm
Упаковка: индивидуальная упаковка 
Примечание от фабрики: ",Дизайн: ,500,"8,8","855,7",32-38,"9,6","937,6",22-28,"2 600,00",13-15,
 ,Шапка- Ушанка ,"Материал: искусственный мех
Размер упаковки: 30*30*5cm
Упаковка: индивидуальная упаковка 
Цвета : в доп фото 
Примечание от фабрики: ",Дизайн: ,500,"12,1","1174,5",32-38,"14,1","1367,1",22-28,"2 600,00",13-15,
 ,Перчатки ,"Материал:  акриловое волокно
Размер упаковки: универсальный размер
Упаковка: индивидуальная упаковка 
Примечание от фабрики: ",Дизайн: ,1000,"1,6","150,4",30-35,"1,9","193,3",20-25,"2 000,00",13-15,
 ,Шапка ,"Материал:  оплетенная пряжа
Размер упаковки: универсальный размер
Упаковка: индивидуальная упаковка 
Примечание от фабрики: ",Дизайн: ,1000,"1,4","136,0",30-35,"1,6","156,4",20-25,"2 000,00",13-15,
 ,Шевроны,"Материал: нейлон / оксфорд
Размер: 5х7 см
Упаковка: индивидуальный пакет
Примечание от фабрики: вышивка, термоклеевая основа",Дизайн: индивидуальный дизайн,2000,"0,3","28,7",40-45 дней,"0,3","30,9",30-35 дней,"6 070,00",17-20 дней,
,,"Материал: нейлон / оксфорд
Размер: 5х7 см
Упаковка: индивидуальный пакет
Примечание от фабрики: вышивка, велкро",,2000,"0,4","38,6",,"0,4","40,8",,,,
 ,Ланчбокс и стакан,"Материал:  пластик
Размер: ланчбокс 1200 мл 22,5*16,8*6,2 см, стаканчик 400 мл 7*15,5 см
Упаковка: индивидуальная упаковка в пластиковый пакет
Примечание от фабрики: сроки нужно переподтвержать при запуске, зависят от производственной загрузки","Дизайн: выкрас в цвет близкий к пантону, нанесение изображения на крышку два цвета",100000,"3,7","361,1",55-60,"4,67","454,74",45-50,"21 000,00",22-25,
,рюзкак,"полиэстер
размер 51*35*13
пуллеры пвх
сверху велкро (3 полосы по 10 см ширину)
печать сбоку
синий цвет из раскладки фабрики","пуллеры пвх
сверху велкро (3 полосы по 10 см ширину)
печать сбоку",1000,"15,529","1510,99",45-50,"18,623","1812,03",35-40,15000,22 дня (фото / видео 7-10 дней),
,чехол для ноутбука,"фетр
подходит для ноутбука 15 дюймов
снаружи синий, внутри серый (цвета из раскладки)",одноцветное лого,1000,"4,146","403,39",45-50,"4,959","482,48",35-40,6000,17 дня (фото / видео 7дней),
,чехол для ноутбука,"кож зам
подходит для ноутбука 15 дюймов
снаружи синий, внутри серый (цвета из раскладки)",одноцветное лого,1000,"8,404","817,75",45-50,"9,471","921,55",35-40,6000,17 дня (фото / видео 7дней),
