,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,сумки,"Материал: 600D оксфорд с пропиткой 1000PU
Размер: 65*22*35
Упаковка: инд пакет
Примечание от фабрики: цена примерная
цена на оба варианта одинаковая", ,500,"35,631","3466,86",55-60,"40,864","3976,03",45-50,"15 000,00",22 дней (фото / видео 10-12 дней),
,,,,1000,"34,899","3395,66",55-60,"40,066","3898,38",45-50,,,
,,,,3000,"34,180","3325,67",60-65,"39,280","3821,94",50-55,,,
,,,,5000,"33,476","3257,17",65-70,"38,510","3747,00",55-60,,,
,,,,10000,"32,779","3189,39",75-80,"37,747","3672,78",65-70,,,
,,,,20000,"32,090","3122,35",85-90,"36,992","3599,29",75-80,,,
,,,,50000,"31,408","3056,00",95-100,"36,244","3526,50",85-90,,,
,,,,100000,"30,733","2990,34",115-120,"35,503","3454,40",105-110,,,
,,,,150000,"30,065","2925,36",145-150,"34,768","3382,96",135-140,,,
,,,,200000,"29,404","2861,03",175-180,"34,041","3312,19",165-170,,,
,,,,250000,"28,750","2797,37",205-210,"33,320","3242,08",195-200,,,
