,"Менеджер: Литяк Светлана
Email: svetlana@megamind.ru
Телефон: +7 (918) 964-19-55
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Проектор звездного неба,"Материал: пластик АБС
Размер: 8.6 х 8.4 х 13 см
Упаковка: инд коробка
Примечание от фабрики: 7 цветов подсветки, USB-адаптер 
Язык: английский", Дизайн: сток,50,"13,3","1127,0",30-35,"14,7","1252,5",20-25,3 390,2,12-14,
,,,,100,"12,7","1082,7",,"14,2","1208,2",,,,,
,,,,500,"12,3","1041,9",,"13,7","1167,5",,,,,
,,,,1000,"12,2","1034,9",,"13,7","1160,4",,,,,
,,,,3000,"12,1","1025,8",,"13,5","1151,3",,,,,
,,,,5000,"11,9","1012,4",,"13,4","1137,9",,,,,
 ,Магнитные шахматы,"Материал: пластик АБС, магниты
Размер: 20 х 20 см
Упаковка: инд коробка
Язык: английский", Дизайн: сток,50,"12,2","1035,6",30-35,"13,3","1131,8",20-25,2 900,2,12-14,
,,,,100,"11,7","991,3",,"12,8","1087,5",,,,,
,,,,500,"11,2","950,6",,"12,3","1046,8",,,,,
,,,,1000,"11,1","943,5",,"12,2","1039,7",,,,,
,,,,3000,"11,0","934,4",,"12,1","1030,6",,,,,
,,,,5000,"10,8","921,0",,"12,0","1017,2",,,,,
 ,Дартс на липучках,"Материал: нейлон, пластик
Размер: 74 см
Упаковка: инд упаковка
Примечание от фабрики: 24 мячика в наборе

если позиционируется как детский, то необходим СС (85 000 руб), включен в стоимость ", Дизайн: сток,50,"28,1","2389,2",30-35,"29,2","2479,3",20-25,2 450,2,12-14,
,,,,100,"17,7","1508,1",,"18,8","1598,1",,,,,
,,,,500,"9,4","800,5",,"10,5","890,5",,,,,
,,,,1000,"8,2","700,6",50-55,"9,3","790,6",40-45,,,,
,,,,3000,"7,4","629,5",,"8,5","719,5",,,,,
,,,,5000,"7,1","604,8",,"8,2","694,8",,,,,
 ,Дартс магнитный,"Материал: пластик
Размер: 40.6 см
Упаковка: инд упаковка
Примечание от фабрики: 24 мячика в наборе", Дизайн: сток,50,"14,2","1210,5",30-35,"16,6","1410,2",20-25,3 500,2,12-14,
,,,,100,"13,9","1179,3",,"16,2","1379,0",,,,,
