,"Менеджер: Попова Дарья
Email: daryap@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
,Несессер,"Материал: ткань Оксфорд 
Размер: В складном виде 17*14*6 см
В развернутом - 17*39 см
Примечание от фабрики: есть регулируемая пряжка, можно изменять длину; также есть крючок, чтобы косметичку можно было повесить ", Дизайн: нет,100,"7,8","759,4",27-32,,,,"2 500,00",фото/видео 2; доставка 10-12 ,
,,,,,,,,,,,,,
,Несессер,"Материал: кожзам 
Размер: 23*9*11 см
Примечание от фабрики: есть специальное отделение на молнии; несессер выполнен из износостойкого и водонепроницаемого материала", Дизайн: нет,100,"6,0","586,0",26-31,,,,"2 300,00",фото/видео 2; доставка 10-12 ,
,,,,,,,,,,,,,
,Несессер,"Материал: кожзам
Размер: 12*24*12 см
Примечание от фабрики: внутри несессера есть съёмная раздельная конструкция для разных предеметов, что позволяет их классифицировать ", Дизайн: нет,100,"8,5","832,8",26-31,,,,"2 900,00",фото/видео 2; доставка 10-12 ,
,,,,,,,,,,,,,
,Несессер,"Материал: водонепроницаемая ткань 
Размер: В складном виде 18*27*8см
В развернутом - 73*24,5см
Примечание от фабрики: внутри несессера есть съёмная раздельная конструкция для разных предметов, что помогает под разделять их", Дизайн: нет,100,"10,3","1003,5",26-31,,,,"3 100,00",фото/видео 2; доставка 10-12 ,
,,,,,,,,,,,,,
,Несессер,"Материал: кожзам
Размер: 27*14*15 см

В развернутом - 73*24,5см
Примечание от фабрики: внутри несессера есть разделение пространства для влажных и сухих вещей; водонепроницаемая кожа", Дизайн: нет,100,"8,0","775,9",26-31,,,,"2 800,00",фото/видео 2; доставка 10-12 ,
