,"Менеджер: Магасумов Арсений
Email: arseny@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Веер,"Материал: дерево,пластик,ткань
Размер: 38х21 см
Упаковка: опп-пакет
Примечание от фабрики: 
Нанесение/цвет: офсетная печать, выкрас в пантон
Веер: 38х21 см, толщина деревянных пластин - 1,2 мм, толщина в сложенном виде 28-30 мм
Чехол: полиэстер-хлопок 10 унций,24х5 см, нанесение одноцветного логотипа
Обвес: паракорд, желтый цвет, длина - 70 см, толщина 6 мм
"," Дизайн: нанесение офсетная печать, паракордовый обвес, тканевый мешочек (шелкография), наклейка со штрих-кодом  на опп-пакет",300,"7,8","661,7",43-48,"7,9","672,2",33-38,20000 (без наклейки на опп),10,20-22,
,,,,100 = минимальный тираж,"12,5","1064,3",43-48,"13,0","1103,4",33-38,,,,
,,"Материал: бамбук,пластик,ткань
Размер: 38х21 см
Упаковка: опп-пакет
Примечание от фабрики:
Нанесение/цвет: цифровая печать , выкрас CMYK
Веер:38х21 см, толщина бамбуковых пластин - 0,65 мм, толщина в сложенном виде 18-20 мм
Чехол: полиэстер-хлопок 10 унций ,24х5 см, нанесение одноцветного логотипа
Обвес: паракорд, желтый цвет, длина - 70 см, толщина 6 мм


Другая фабрика"," Дизайн: нанесение цифровая печать, паракордовый обвес, тканевый мешочек (шелкография), наклейка со штрих-кодом  на опп-пакет",300 = минимальный тираж,"6,2","523,1",60-65,"6,4","542,9",50-55,,,,
,,"Материал: дерево,пластик,ткань
Размер: 42х23 см
Упаковка: опп-пакет
Примечание от фабрики: 
Нанесение/цвет: термотрансферная печать, выкрас в пантон 
Веер: 43х23 см, толщина деревянных пластин - 1 мм, толщина в сложенном виде 24-26 мм
Чехол: полиэстер-хлопок 10 унций,26х7 см, нанесение одноцветного логотипа
Обвес: паракорд, желтый цвет, длина - 70 см, толщина 6 мм

Другая фабрика"," Дизайн: нанесение термотрансферная печать, паракордовый обвес,тканевый мешочек (шелкография), наклейка со штрих-кодом на опп-пакет (3x4 см)",300,"5,9","499,6",45-50,"6,0","511,4",35-40,15 600 (без наклейки на опп),10,20-22,
,,,,100 = минимальный тираж,"8,2","693,2",45-50,"8,6","734,4",35-40,,,,
 ,Кейс,"Материал: АБС, металл, паракорд
Размер:  11,2х7,3х2,9 см
Упаковка: опп-пакет
Примечание от фабрики: сток кейсы 

Требуется оформление доп.документов 
15.000₽"," Дизайн: УФ нанесение, индивидуальные обвесы (оранжевый,серый цвета), карабины с выкрасом в цвет, близкий к пантону клиента, без фабричных логотипов, открытие формы на карабины",900/1000 (2 по 450/500),"12,2","1034,0",60-65,"12,9","1096,6",50-55,36 100 за оба кейса,17,27-29,
,,," Дизайн: УФ нанесение, индивидуальные обвесы (оранжевый,серый цвета), сток карабины",900/1000 (2 по 450/500),"8,4","710,7",60-65,"9,1","773,3",50-55,19 200 за оба кейса,10,21-22,
,,, Дизайн: УФ нанесение (без карабинов и обвесов),"450/900/1000 (1 цвет, 450, 2 цвета по 450/500)","3,6","303,0",55-60,"3,8","325,5",45-50,"1 цвет - 7 800
2 цвета - 13 900",10,21-22,
,,," Дизайн: УФ нанесение, карабины с выкрасом в цвет близкий к пантону, без обвесов","450/900/1000 (1 цвет, 450, 2 цвета по 450/500)","8,1","688,2",60-65,"8,4","714,4",50-55,"1 цвет - 15 700
2 цвета - 30 200",12,23-24,
,,," Дизайн: УФ нанесение, сток карабины, без обвесов","450/900/1000 (1 цвет, 450, 2 цвета по 450/500)",4.57,"388,3",55-60,"4,9","414,6",45-50,"1 цвет - 7 800
2 цвета - 13 900",10,21-22,
 ,Подвеска-открывашка,"Материал: нержавеющая сталь
Размер: 50*30*1,8 мм, длина цепочки 60 см
Вес: примерно 30-50 грамм
Упаковка: ОПП
Примечание от фабрики: нанесение лого на стоковый товар, изменение формы невозможно

Варианты цепочек смотри в доп.фото (цена в зависимости от цепочки может поменяться, посчитана та, что первая)

"," Дизайн: лазерная гравировка, место лого, как на макете клиента. 
Рамку по границам выгравировать не смогут",350,"1,9","157,2",40-50,"2,2","185,3",30-40,3 700,5,15-17,
,,,,,,,,,,,,,,
 ,Подвеска-открывашка,"Материал: металлический сплав
Размер: по макету клиента, в среднем 50*30*4 мм, длина цепочки 60 см
Вес: примерно 30-50 грамм
Упаковка: ОПП", Дизайн: открытие формы по макету клиента,350,"3,3","280,1",48-52,"3,5","296,0",38-42,20 000,15,25-27,
