,"Менеджер: Борисова Александра
Email: sashab@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Снежный шар,"Материал: смола, металл, стекло 
Размер:  10 см
Упаковка: белая индивидуальная коробка 
Примечание от фабрики: открытие форм фатора 
Вращающийся механизм+подсветка+ музыка"," Дизайн: Внктри шара металлические пластины по индивидуальному дизайну 
Лого на подставке 
Выкрас в пантон 
Нанеснеие лого на подставку",500,"45,9","4035,9",85-90,"52,4","4611,9",75-80,90 000,15,10,
,,,,,,,,,,,,,,
 ,Сюжетный подсвечник с диодной подсветкой и фарфоровыми фигурами ,"Могу сделать такой же, размером около 25*10 см,минимальный заказ от 500 штук",Дизайн: коробка индивидуального цвета с логотипом,500,"10,8","921,1",60-65,"12,0","1020,4",50-55,12 608,7,17-20,
,,,,,,,,,,,,,,
 ,Музыкальная полусфера с подсветкой,"Материал: дерево
Размер:  10*9,5 см
Упаковка: белая индивидуальная коробка 
Примечание от фабрики: персонализировать музыку, минимальный заказ составляет 1000. Существующая музыка включает песню «Happy New Year», которую можно заказать за 350.",Дизайн: сток,350,"28,8","2444,6",60-65,"29,9","2544,0",50-55,5 441,5,15-17,
,,,,,,,,,,,,,,
 ,Складная елочка-светильник ,"Материал: бумага 
Размер:  в раскрытом виде 17,2х17,2х27,6, в сложенном виде 17,2х17,2х9,2, 
Упаковка: фабричная  коробка 
Примечание от фабрики: кастом коробки от 500шт ",Дизайн: запечата рисунком ,120,"31,6","2688,2",55-60,"34,0","2890,5",45-50,13 228,7,12-15,
,,,,150,"31,3","2660,5",55-60,"33,7","2862,8",45-50,,,,
,,,,350,"30,9","2630,0",55-60,"33,3","2832,3",45-50,,,,
 ,Гирлянда с шишками ,"Материал: PVC  PC
Размер:  2 метра 10 лампочек 
Упаковка: фабричная  коробка 
Примечание от фабрики: кастом коробки от 500шт ",Дизайн: без брендирования ,120,"5,2","444,3",45-50,"5,9","502,1",35-50,2 713,3,10,
,,,,150,"4,9","416,6",45-50,"5,6","474,4",35-50,,,,
,,,,350,"4,8","410,1",45-50,"5,5","467,9",35-50,,,,
 ,Светильник елка ,"Материал: керамика 
Размер:  21х14
Упаковка: кастом коробки 
Примечание от фабрики: минималка от 500шт ",Дизайн: коробка с ложементом  ,500,"16,3","1487,7",90-95,"19,7","1776,7",80-85,5 892,15-20,22-25,
,Светильник елка ,"Материал: керамика 
Размер:  21х14
Упаковка: кастом коробки 
Примечание от фабрики: минималка от 500шт ",Дизайн: коробка с ложементом  ,500,"16,6","1512,6",90-95,"20,0","1801,6",80-85,8 988,15-20,22-25,
,Набор из трех игрушек,"Материал: стекло 
Размер:  длина 16см
Упаковка: кастом коробки 
Примечание от фабрики: минималка от 500 наборов  ",Дизайн: коробка с ложементом  ,500 наборов ,"15,0","1273,6",65-70,"17,4","1481,7",55-60,32 984,12,20-22,
