,"Менеджер: Куницына Ольга
Email: olga.k@megamind.ru
Телефон: +7 (911) 087-57-14
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка МОРЕ,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,"Набор елочных шаров, 3 шт

Фабрика 1","Материал: пластик
Размер: 60 мм
Упаковка: набор в цветной коробке

Без оформления документов"," Дизайн: тампопечать в 2 цвета на двух шарах, лента с логотипом на одном, цветная коробка по макету заказчика",100000,"1,8","168,4",80-85,"0,96","83,8",110-120,10 600,10,20-22,
,,"Размер: 80 мм

Стоимость ориентировочная, окончательная после предоставления макетов"," Дизайн: тампопечать в 2 цвета на двух шарах, лента с логотипом на одном, цветная коробка по макету заказчика",100000,"2,5","233,5",80-85,"1,53","134,3",110-120,,,,
 ,"Набор елочных шаров, 3 шт

Фабрика 2","Материал: пластик
Размер: 80 мм
Упаковка: прозрачный пакет
Примечание от фабрики: в цену не включены стоимость ленты с логотипом и цветная коробка, можно настроить за дополнительную плату.

Стоимость ориентировочная, окончательная после предоставления макетов

Без оформления документов"," Дизайн: логотип в 2 цвета, печать методом водного переноса",100000,"2,8","256,2",125-130,"1,82","159,8",160-170,15 700,10,20-22,
"Доставка ЖД, оформление отказного письма ",,,,,,,,,,,,,,
 ,"Набор елочных шаров, 3 шт

Фабрика 1","Материал: пластик
Размер: 60 мм
Упаковка: набор в цветной коробке

Оформление отказного письма"," Дизайн: тампопечать в 2 цвета на двух шарах, лента с логотипом на одном, цветная коробка по макету заказчика",100000,"2,4","224,5",80-85,,,,10 600,10,20-22,
,,"Размер: 80 мм

Стоимость ориентировочная, окончательная после предоставления макетов"," Дизайн: тампопечать в 2 цвета на двух шарах, лента с логотипом на одном, цветная коробка по макету заказчика",100000,"3,2","302,1",80-85,,,,,,,
 ,"Набор елочных шаров, 3 шт

Фабрика 2","Материал: пластик
Размер: 80 мм
Упаковка: прозрачный пакет
Примечание от фабрики: в цену не включены стоимость ленты с логотипом и цветная коробка, можно настроить за дополнительную плату.

Стоимость ориентировочная, окончательная после предоставления макетов

Оформление отказного письма"," Дизайн: логотип в 2 цвета, печать методом водного переноса",100000,"3,5","323,3",125-130,,,,15 700,10,20-22,
 ,"Елочный шар
Перламутровый
Фабрика 1","Материал: пластик
Размер: 60 мм
Упаковка: без упаковки

Оформление отказного письма", Дизайн: тампопечать в 2 цвета,100000,"0,8","80,5",80-85,,,,готового в наличии нет,--,--,
,,"Размер: 80 мм

Стоимость ориентировочная, окончательная после предоставления макетов", Дизайн: тампопечать в 2 цвета,100000,"1,1","106,4",80-85,,,,,,,
 ,"Елочный шар
Матовый
Фабрика 1","Материал: пластик
Размер: 60 мм
Упаковка: без упаковки

Оформление отказного письма", Дизайн: тампопечать в 2 цвета,100000,"0,8","79,4",80-85,,,,"из наличия, без лого
2500",2,12-14,
,,"Размер: 80 мм

Стоимость ориентировочная, окончательная после предоставления макетов", Дизайн: тампопечать в 2 цвета,100000,"1,1","105,4",80-85,,,,,,,
 ,"Елочный шар
С блестками
Фабрика 1","Материал: пластик
Размер: 60 мм
Упаковка: без упаковки
ПРимечание: в стоимость не включена лента с логотипом

Оформление отказного письма"," Дизайн: нанесение блесток, логотип на ленте",100000,"0,9","83,7",80-85,,,,"из наличия, без лого
2500",2,12-14,
,,"Размер: 80 мм

Стоимость ориентировочная, окончательная после предоставления макетов"," Дизайн: нанесение блесток, логотип на ленте",100000,"1,2","109,6",80-85,,,,,,,
 ,"Коробка для комплекта из 3х шаров
Фабрика 1","Материал: мелованный картон 300 гр
Размер: для шаров 60 мм
Упаковка: без упаковки
", Дизайн: цифровая печать,100000,"0,4","37,5",80-85,,,,--,--,--,
,,"Размер: для шаров 80 мм

Стоимость ориентировочная, окончательная после предоставления макетов", Дизайн: цифровая печать,100000,"0,5","42,8",80-85,,,,,,,
 ,"Елочный шар
Перламутровый
Фабрика 2","Материал: пластик
Размер: 80 мм
Упаковка: прозрачный пакет
Примечание от фабрики:
Стоимость ориентировочная, окончательная после предоставления макетов

Оформление отказного письма"," Дизайн: логотип в 2 цвета, печать методом водного переноса",100000,"1,4","132,4",125-130,,,,"Без лого
3400",5,15-17,
 ,"Елочный шар
Матовый
Фабрика 2","Материал: пластик
Размер: 80 мм
Упаковка: прозрачный пакет
Примечание от фабрики:
Стоимость ориентировочная, окончательная после предоставления макетов

Оформление отказного письма"," Дизайн: логотип в 2 цвета, печать методом водного переноса",100000,"1,5","136,8",125-130,,,,"Без лого
3400",5,15-17,
 ,"Елочный шар
С блестками
Фабрика 2","Материал: пластик
Размер: 80 мм
Упаковка: прозрачный пакет
Примечание от фабрики:
В стоимость не включена лента с логотипом
Стоимость ориентировочная, окончательная после предоставления макетов

Оформление отказного письма"," Дизайн: нанесение рисунка из блесток, логотип на ленте",100000,"1,4","125,4",125-130,,,,"Без лого
3400",5,15-17,
