,"Менеджер: Вязовский Иван
Email: ivan@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,ежедневник 20*20 256 полос тиснение,"Материал: кожзам софт тач
Размер: 20*20
Упаковка: инд пакет
Примечание от фабрики: 256 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: тиснение, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,7","403,0",45-50,"7,5","639,7",35-40,9 000,7,17-19,
 ,ежедневник 20*20 256 полос уф,"Материал: кожзам софт тач
Размер: 20*20
Упаковка: инд пакет
Примечание от фабрики: 256 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: уф, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,9","415,4",45-50,"7,7","652,1",35-40,9 000,7,17-19,
 ,ежедневник а5 256 полос тиснение,"Материал: кожзам софт тач
Размер: а5
Упаковка: инд пакет
Примечание от фабрики: 256 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: тиснение, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,1","346,1",45-50,"6,3","539,3",35-40,9 000,7,17-19,
 ,ежедневник а5 256 полос уф,"Материал: кожзам софт тач
Размер: а5
Упаковка: инд пакет
Примечание от фабрики: 256 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: уф, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,2","358,5",45-50,"6,5","551,7",35-40,9 000,7,17-19,
 ,ежедневник 20*20 272 полос тиснение,"Материал: кожзам софт тач
Размер: 20*20
Упаковка: инд пакет
Примечание от фабрики: 272 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: тиснение, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,9","417,4",45-50,"7,8","665,2",35-40,9 000,7,17-19,
 ,ежедневник 20*20 272 полос уф,"Материал: кожзам софт тач
Размер: 20*20
Упаковка: инд пакет
Примечание от фабрики: 272 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: уф, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"5,1","432,4",45-50,"8,0","680,2",35-40,9 000,7,17-19,
 ,ежедневник а5 272 полос тиснение,"Материал: кожзам софт тач
Размер: а5
Упаковка: инд пакет
Примечание от фабрики: 272 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: тиснение, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,2","358,8",45-50,"6,6","561,1",35-40,9 000,7,17-19,
 ,ежедневник а5 272 полос уф,"Материал: кожзам софт тач
Размер: а5
Упаковка: инд пакет
Примечание от фабрики: 272 полос, 80 гр, двухсторонняя двухцветная печать"," Дизайн: уф, ляссе силикон с печатью, запечатка форзаца и нахзаца",8600,"4,4","371,2",45-50,"6,7","573,5",35-40,9 000,7,17-19,
