,"Менеджер: 
Email: 
Телефон: ",,"Червоненко Светлана
sveta.ch@megamind.ru
",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,,Доставка АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Шнур для телефона,"Материал: шнур паракорд нейлон 8 мм
Размер: 120 см
Упаковка: индивидуальный пакет + картонная подложка","Дизайн: 
- вязка шнура в пантон
- жаккардовая бирка
- вкладыш в телефон с УФ печатью с 2 сторон
- ПВХ джибитсы (необходимо поменять макет, чтобы граница между цветами была четкой)",700,"4,9","408,4","285 859,00",60-65,"5,2","436,6","305 648,00",50-55,68 000,18,28-30,
,,,"Дизайн: 
- вязка шнура в пантон
- жаккардовая бирка
- вкладыш в телефон с УФ печатью с 2 сторон
- ПВХ джибитсы с УФ печатью",700,"5,7","478,4","334 880,00",60-65,"6,0","506,7","354 676,00",50-55,71 800,,,
,,,"Дизайн: 
- вязка шнура в пантон
- жаккардовая бирка
- вкладыш в телефон с УФ печатью с 2 сторон
- акриловый подвески на металических колечках",700,"4,9","408,4","285 859,00",60-65,"5,2","436,6","305 648,00",50-55,41 000,,,
 ,Сумка,"Материал: нейлон 15%, полиэстер 85%, с эффектом пич скин
Размер: 28*17*10 см
Упаковка: индивидуальный пакет
Примечание от фабрики: стоимость примерная, точная цена после проработки образца
Минимальный тираж 500 шт","Дизайн: индивидуальный пошив, стежка индивидуальной формы, жаккардовая бирка, шнуры в пантон",500,"19,5","1635,7","817 855,00",65-70,"22,3","1874,5","937 235,00",55-60,11 900,10,20-22,
,,,В т. ч. шнуры,1000,"1,1","90,9","90 920,00",,"1,1","90,9","90 920,00",,,,,
 ,Сквиш,"Материал: полиуретан
Размер: 77*77*31 мм
Упаковка: индивидуальный пакетик","Дизайн: 
- выкрас в цвет близкий к пантон
- печать 1 цвет",1000,"0,7","62,0","62 000,00",45-50,"0,8","68,4","68 380,00",35-40,14 300,7,17-19,
,Сквиш,"Материал: полиуретан
Размер: 52*52*25 мм
Упаковка: индивидуальный пакетик","Дизайн: 
- выкрас в цвет близкий к пантон
- печать 1 цвет",1000,"0,4","35,5","35 510,00",45-50,"0,5","40,4","40 420,00",35-40,12 900,7,17-19,
 ,Брелок,"Материал: шнур - нейлон, жаккардовая бирка, металлический круглый подвес, акриловая цепочка, фурнитура - металл
Размер: карабин - 60*60 мм, длина шнурка 60 мм (с карабином 90 мм)
Упаковка: индивидуальный пакетик + картонная подложка","Дизайн: 
- выбор шнурка из раскладки
- жаккардовая бирка индивидуальный дизайн
- индивидуальная форма металлического подвеса",700,"2,9","242,8","169 988,00",50-55,"3,2","268,0","187 586,00",40-45,6 000,5,15-17,
