,"Менеджер: Богдан Фёдор
Email: fedorb@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Таблетница,"Материал: Пластик
Размер: 13,5*7*2,5 cm
Упаковка: ОРР пакет
Примечание от фабрики: Также есть вариант с русским нанесением (приложено в доп. фото)", Дизайн: Печать логотипа клиента один цвет,5000,"1,42","126,72 ₽",45-50,,,,10 400,7,17-19,
,,,,,,,,,,,,,,
 ,Таблетница,"Материал: Пластик
Размер: 14,7*10,5*2,5 cm
Упаковка: ОРР пакет
Примечание от фабрики: Можно сделать нанесение русскими буквами"," Дизайн: Печать логотипа клиента на крышке, передней или задней части один цвет",5000,"4,51","388,70 ₽",55-60,,,,11 600,10,20-22,
,,,,,,,,,,,,,,
 ,Таблетница,"Материал: Пищевой полипропилен
Размер: 15,8*12,8*4,2 cm
Упаковка: ОРР пакет
Примечание от фабрики:"," Дизайн: УФ печать логотипа клиента на крышке один цвет, настройка языка на русский/английский",5000,"4,00","354,56 ₽",50-55,"4,88","436,63 ₽",40-45,11 400,12,22-24,
,,,,,,,,,,,,,,
 ,Таблетница,"Материал: Пищевой полипропилен
Размер: 15,8*12,8*4,2 cm
Упаковка: ОРР пакет
Примечание от фабрики:"," Дизайн: УФ печать логотипа клиента на крышке один цвет, настройка языка на русский/английский",5000,"3,81","337,68 ₽",50-55,"4,65","415,84 ₽",40-45,11 400,12,22-24,
,,,,,,,,,,,,,,
 ,Таблетница,"Материал: PP
Размер:  21.7*12*2cm
Упаковка: ОРР пакет
Примечание от фабрики:"," Дизайн: настройка языка на русский/английский, возможен выкрас крышечек в пантон",5000,"3,16","282,00 ₽",65-70,"3,79","341,00 ₽",55-60,14 700,9,19-21,
,,,,10000,"2,53","226,00 ₽",75-80,"3,03","273,00 ₽",65-70,,,,
