,"Менеджер: 
Email: 
Телефон: ",,"Прокопова Елена
elena.p@megamind.ru
",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Альтернативное ЖД,,,,Альтернативное  АВИА,,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Итого, руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Итого, руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Футболка ,"Материал: 70% хлопок, 30% полиэстер, 200гр 
Размер: S-4XL
Упаковка: пакет 
Примечание от фабрики: ","Дизайн: лого шелкография, с двух сторон ",300,"20,9","1757,1","527 127,00",50-55,"22,4","1882,0","564 612,00",40-45,9 606,7,17-19,
,Шорты с карманами на замке ,"Материал: 75% нейлон, 25% полиэстер,
Размер: S-4XL
Упаковка: пакет 
Примечание от фабрики: ","Дизайн: лого шелкография, с одной стороны ",300,"19,7","1651,3","495 378,00",50-55,"22,0","1851,2","555 354,00",40-45,6 300,7,17-19,
,Кофта ,"Материал: полиэстер
Размер: S-5XL
Упаковка: пакет 
Примечание от фабрики: ","Дизайн: лого шелкография, с двух сторон ",300,"40,4","3389,3","1 016 790,00",55-60,"43,2","3629,2","1 088 760,00",45-50,13 000,7,17-19,
300,Кофта с флисом внутри ,"Материал: полиэстер
Размер: S-XL
Упаковка: пакет 
Примечание от фабрики ","Дизайн: лого шелкография, с двух сторон ",300,"39,5","3315,6","994 671,00",55-60,"42,3","3555,5","1 066 644,00",45-50,13 000,7,17-19,
,Футболка ,"Материал: полиэстер
Размер: S, M, L 
Упаковка: пакет 
Примечание от фабрики ","Дизайн: лого шелкография, с двух сторон ",100,"31,0","2601,1","260 112,00",45-50,"31,8","2670,1","267 009,00",35-40,7 000,7,17-19,
,Футболка ,"Материал: полиэстер
Размер: M-4XL
Упаковка: пакет 
Примечание от фабрики ","Дизайн: лого шелкография, с двух сторон ",100,"25,3","2121,9","212 193,00",40-45,"26,1","2190,9","219 091,00",30-35,7 000,7,17-19,
,шорты ,"Материал: полиэстер
Размер: M-3XL (длина 47-51см)
Упаковка: пакет 
Примечание от фабрики ","Дизайн: лого шелкография, с одной стороны ",100,"14,2","1196,3","119 632,00",40-45,"15,0","1262,0","126 201,00",30-35,7 000,7,17-19,
,шорты ,"Материал: полиэстер
Размер: M-3XL (длина 48-55см)
Упаковка: пакет 
Примечание от фабрики ","Дизайн: лого шелкография, с одной стороны ",100,"11,6","975,2","97 516,00",40-45,"12,4","1040,8","104 084,00",30-35,7 000,7,17-19,
